id,name,lat,lon,state,trend_per_decade,p_value,r_squared,n_points,std_error,start_year,mean_bias,bias_std,first_year,last_year,n_years
USH00301974,Unknown,42.56560134887695,-77.71749877929688,Unknown,0.10232060209760105,1.980260140537558e-11,0.35800005594563683,104,0.013567160071213955,1895,-0.34064102,0.525212,1920,2025,104
USH00231822,Unknown,40.23939895629883,-94.68329620361328,Unknown,-0.022908417477480708,0.029784021436886226,0.036077275468349,131,0.01042568207058121,1895,-0.15991265,0.4578363,1895,2025,131
USH00145856,Unknown,39.74079895019531,-99.83560180664062,Unknown,-0.04924756066910368,1.8047100123759278e-11,0.3147386310350942,122,0.006633568220906273,1895,0.103722684,0.31293124,1895,2021,122
USH00263245,Unknown,40.95669937133789,-117.49220275878906,Unknown,-0.24090620617370354,6.030453565832124e-17,0.5155840288353775,99,0.02370945766689773,1895,-0.3527212,0.9929373,1906,2006,99
USH00127755,Unknown,38.61109924316406,-86.08889770507812,Unknown,-0.02748564338835708,0.03488031525680371,0.04169801388446032,107,0.012858928077551193,1895,0.22272839,0.43751785,1897,2008,107
USH00047306,Unknown,34.052799224853516,-117.18939971923828,Unknown,0.04479229433038044,0.013198740612584501,0.05222937575650778,117,0.01779297597594983,1895,-0.096816875,0.66479725,1898,2014,117
USH00488160,Unknown,44.840599060058594,-106.83830261230469,Unknown,0.022706966163746258,1.2029433090895428e-05,0.1492741202582949,121,0.004969219653592236,1895,-0.6297389,0.2106093,1897,2024,121
USH00090140,Unknown,31.533899307250977,-84.1489028930664,Unknown,0.07620345369462045,2.3788783799634685e-14,0.37808166929588843,125,0.008812435819735186,1895,-0.5344972,0.44898465,1897,2021,125
USH00108080,Unknown,45.1875,-113.90080261230469,Unknown,0.025080917233549306,0.21621056089782428,0.013153632109868522,118,0.02017048534545303,1895,-0.33629957,0.75463533,1906,2024,118
USH00388887,Unknown,34.74829864501953,-83.08419799804688,Unknown,-0.06869590058481684,2.1948354702318373e-08,0.2339249401616785,120,0.011444246829542173,1895,-0.1334398,0.51909363,1896,2025,120
USH00235541,Unknown,39.17559814453125,-91.88610076904297,Unknown,-0.019170376214713954,0.004224478315066765,0.0695709267394109,116,0.0065660767096299266,1895,-0.19661225,0.24816526,1895,2013,116
USH00045532,Unknown,37.28580093383789,-120.51170349121094,Unknown,0.0704228283048376,1.3957299123138447e-09,0.2642511792527966,122,0.010727021730341197,1895,-1.0468293,0.4889654,1899,2024,122
USH00300443,Unknown,43.03030014038086,-78.16919708251953,Unknown,0.08522483343751938,2.6970413168106804e-12,0.4244109212890099,91,0.010520446079124472,1895,-0.7134587,0.35154927,1932,2024,91
USH00290692,Unknown,36.834999084472656,-108.00060272216797,Unknown,0.049607983088562804,0.005394028873946119,0.07207305852906246,106,0.017454415760503706,1895,-0.35153842,0.5751596,1901,2024,106
USH00389350,Unknown,34.9380989074707,-81.03170013427734,Unknown,-0.02358617951655718,0.026671061226388175,0.03930366609617584,125,0.010514329426311692,1895,0.15440662,0.43101335,1900,2024,125
USH00250435,Unknown,40.37030029296875,-95.74669647216797,Unknown,-0.006671494804527875,0.3861241842672487,0.006063364731946383,126,0.007670696719387872,1895,0.16077784,0.31641808,1899,2025,126
USH00230856,Unknown,39.34469985961914,-91.17109680175781,Unknown,0.10549319451269468,4.784661608135855e-16,0.4211085746721703,123,0.011244322018480211,1895,-1.2014537,0.59242785,1898,2024,123
USH00021026,Unknown,33.3760986328125,-112.58280181884766,Unknown,0.14846592279647677,2.5871426745962965e-14,0.4385459846183525,103,0.016715355661218564,1895,-1.2940907,0.69374245,1897,2003,103
USH00137147,Unknown,43.43000030517578,-96.1686019897461,Unknown,-0.027353203645272037,0.00037697459153969806,0.09730278690007715,126,0.007481794362525794,1895,-0.06665223,0.32264277,1895,2025,126
USH00253660,Unknown,40.647499084472656,-98.38330078125,Unknown,0.02500792885133661,0.02219885802600872,0.04389993006637746,119,0.0107895803856922,1895,-0.1311393,0.41173643,1907,2025,119
USH00376698,Unknown,41.721900939941406,-71.43250274658203,Unknown,0.08206419596228895,1.0136471354557683e-25,0.5748302507185449,131,0.006213985487250737,1895,-0.94437253,0.41088086,1895,2025,131
USH00331152,Unknown,40.26860046386719,-80.99810028076172,Unknown,0.1969808021911067,1.273580532894301e-35,0.783028968348809,104,0.010266815988576681,1895,-1.2918472,0.68120986,1904,2008,104
USH00340292,Unknown,34.1713981628418,-97.12940216064453,Unknown,0.054784814585402554,8.945030253127392e-07,0.2028164323455411,109,0.010500159758066441,1895,0.561238,0.38452765,1901,2009,109
USH00049866,Unknown,41.7036018371582,-122.64080047607422,Unknown,0.06685723245601834,7.468442513611886e-08,0.21828707063892194,120,0.01164707930560842,1895,0.19305557,0.51603067,1895,2025,120
USH00456678,Unknown,48.1161003112793,-122.75859832763672,Unknown,-0.04625993130827324,0.0013680986269268903,0.09173907813252322,109,0.014071526838687103,1895,-0.37030274,0.50105363,1897,2009,109
USH00011084,Unknown,31.0580997467041,-87.05470275878906,Unknown,0.03397000591438963,0.051108893156165985,0.04161827857652396,92,0.017183102169423918,1895,-0.06999602,0.486581,1895,2014,92
USH00264698,Unknown,40.19060134887695,-118.47669982910156,Unknown,0.24186492903651247,1.6507111445336746e-26,0.6520387539735392,110,0.017001598494124838,1895,-1.2516164,1.0160983,1902,2023,110
USH00456914,Unknown,46.65330123901367,-123.7300033569336,Unknown,0.0857394523702591,5.937064329049681e-13,0.3341880278330851,130,0.01069685421148615,1895,-0.25880116,0.56090313,1895,2025,130
USH00123513,Unknown,39.64390182495117,-86.87670135498047,Unknown,-0.023373241616383985,0.22139010407315274,0.014073607767635315,108,0.01900139738121254,1895,-0.60965997,0.6469508,1896,2012,108
USH00238523,Unknown,40.474998474121094,-93.00309753417969,Unknown,0.0531224699911636,0.003423748489945593,0.0752493865208245,112,0.0177559024146895,1895,-0.35907024,0.68375444,1895,2019,112
USH00475808,Unknown,44.529701232910156,-90.63829803466797,Unknown,0.08239852773643293,9.466192097133161e-10,0.2543902993795424,130,0.012468665345364172,1895,-0.8190675,0.61544025,1895,2024,130
USH00182282,Unknown,39.64189910888672,-78.756103515625,Unknown,0.014299806789897403,0.3955839544038221,0.006071794293461282,121,0.01677164540162323,1895,-0.09284559,0.66068417,1895,2025,121
USH00234271,Unknown,38.584999084472656,-92.18250274658203,Unknown,0.0195567844116299,0.04389481086422854,0.031105418294520834,131,0.009609987742718094,1895,-0.44980705,0.4209315,1895,2025,131
USH00203823,Unknown,41.935298919677734,-84.64109802246094,Unknown,0.04604226586203311,1.070957233637356e-14,0.38117242100708054,127,0.005247177754592399,1895,-0.35901317,0.27620968,1897,2024,127
USH00389327,Unknown,34.3739013671875,-81.0927963256836,Unknown,-0.09042188589338276,5.190559578405729e-12,0.31987758284365664,126,0.01184034508814477,1895,-0.78323334,0.59511274,1896,2024,126
USH00482715,Unknown,43.53969955444336,-109.6552963256836,Unknown,-0.010117887489682394,0.5342247576437351,0.00342828560291671,115,0.01622805252947342,1895,0.12102709,0.6040448,1907,2025,115
USH00325479,Unknown,46.812801361083984,-100.90969848632812,Unknown,0.06622353091930124,1.706460767121445e-21,0.5662542662887381,111,0.005551507723689481,1895,-0.20332582,0.2832608,1914,2024,111
USH00431360,Unknown,43.983299255371094,-72.44999694824219,Unknown,-0.13668484988054114,2.368175378326364e-08,0.2643617258603743,104,0.022576320583745202,1895,-0.02538826,0.80193985,1896,1999,104
USH00298387,Unknown,34.082801818847656,-106.88310241699219,Unknown,0.1445186219312222,9.016571849399053e-13,0.3523304029172073,120,0.018037838874610336,1895,-0.70056444,0.8700891,1896,2024,120
USH00306774,Unknown,41.380001068115234,-74.68470001220703,Unknown,0.061336379879455755,1.6971978282763733e-08,0.22234038962773117,129,0.010178923959837095,1895,-0.7697956,0.4919435,1895,2024,129
USH00451939,Unknown,47.370601654052734,-123.16000366210938,Unknown,0.23192703316573154,2.1439645362130204e-48,0.8451201524947822,117,0.009258501036876863,1895,-1.3613341,0.8644775,1908,2025,117
USH00338830,Unknown,39.11140060424805,-82.97969818115234,Unknown,-0.008463800488277143,0.3404778041315465,0.007101116622966261,130,0.008846054713439789,1895,0.07199742,0.38175562,1895,2025,130
USH00363526,Unknown,41.41669845581055,-80.36669921875,Unknown,0.017759453791819122,0.31241909013542146,0.010854052996141436,96,0.017486379390954543,1895,-0.37636042,0.4838643,1895,1996,96
USH00182523,Unknown,38.88330078125,-75.80000305175781,Unknown,-0.03472691733987002,0.0012164316573355593,0.11394487721227543,89,0.010382204405353914,1895,-0.10852687,0.2743089,1895,1988,89
USH00262780,Unknown,39.45719909667969,-118.78109741210938,Unknown,-0.031843651162510096,0.039006049952380266,0.03445829336641866,124,0.015260950344464033,1895,0.108624734,0.62500846,1895,2024,124
USH00131402,Unknown,43.07749938964844,-92.67140197753906,Unknown,0.010205250409852496,0.0011284790024063988,0.07920511656747233,131,0.003063611142711639,1895,-0.037449103,0.13765089,1895,2025,131
USH00353770,Unknown,45.44860076904297,-122.15470123291016,Unknown,0.03652067930739508,0.11137366028446676,0.020644668035253416,124,0.022773255879364504,1895,-1.8095363,0.91697305,1899,2024,124
USH00229400,Unknown,34.15829849243164,-89.631103515625,Unknown,-0.05776325192097316,2.6671641417496035e-08,0.23145475194553256,120,0.009689743955101167,1895,0.7424738,0.42368874,1895,2024,120
USH00461330,Unknown,39.2047004699707,-81.1572036743164,Unknown,0.008385168068973223,0.5995484979390611,0.002766754447761886,102,0.01591933191205861,1895,-0.072950386,0.48529002,1901,2004,102
USH00415869,Unknown,31.700300216674805,-96.51419830322266,Unknown,-0.24837018155568413,1.0907708860389674e-25,0.6830535849427743,98,0.017267496342274872,1895,0.19348817,0.85450006,1905,2002,98
USH00164407,Unknown,29.585800170898438,-90.73030090332031,Unknown,0.015576028557395899,0.3281218956267059,0.008539857436612848,114,0.015858424650839954,1895,-0.005823034,0.5597433,1895,2013,114
USH00135796,Unknown,40.94860076904297,-91.564697265625,Unknown,-0.008157002586823817,0.363379758595609,0.006667312333126804,126,0.008941115824476408,1895,-0.38964468,0.3650708,1899,2025,126
USH00200146,Unknown,43.38639831542969,-84.64920043945312,Unknown,-0.07536899385010344,8.508358863243825e-26,0.5904437469202884,126,0.00563701761330712,1895,0.017407391,0.3603362,1895,2024,126
USH00034756,Unknown,34.57310104370117,-94.24939727783203,Unknown,0.12153910725683599,4.62533612018807e-36,0.7056156817346223,131,0.006911851687417272,1895,-0.70248806,0.54924226,1895,2025,131
USH00431580,Unknown,43.95719909667969,-73.21060180664062,Unknown,0.0744442466342582,3.587398363536214e-16,0.41353475503634307,127,0.007929417140051553,1895,-1.0152758,0.43814304,1895,2025,127
USH00466989,Unknown,38.66669845581055,-80.19999694824219,Unknown,0.2056853389074631,3.625470376610551e-18,0.5110903342174203,108,0.01953960958088173,1895,-0.7925167,0.9255903,1902,2011,108
USH00231364,Unknown,36.16859817504883,-89.66419982910156,Unknown,0.013824298581013498,0.4349467577584273,0.005654372429369005,110,0.01764037067110639,1895,-0.012902624,0.58701915,1899,2010,110
USH00333758,Unknown,39.20000076293945,-83.61669921875,Unknown,0.05178185609683064,0.000653453041551193,0.08774155133408218,129,0.014816036719660912,1895,0.30944854,0.656465,1895,2024,129
USH00315890,Unknown,36.49919891357422,-80.65080261230469,Unknown,0.07252160877417714,4.366430131343042e-13,0.33520581198275723,131,0.008992085164069004,1895,-0.33003932,0.47549248,1895,2025,131
USH00385017,Unknown,34.4989013671875,-82.02189636230469,Unknown,0.03111938223311945,0.000805061438225936,0.09918499261896971,110,0.00902430807510398,1895,-0.3106115,0.32625234,1902,2024,110
USH00413183,Unknown,29.677799224853516,-97.11109924316406,Unknown,0.23689529666613543,1.0397614081417426e-23,0.6014125862347608,112,0.01838804804363791,1895,-0.974538,0.9920368,1908,2019,112
USH00092966,Unknown,32.20029830932617,-83.20580291748047,Unknown,0.13311655075457973,5.023817085624692e-29,0.6306043108133152,128,0.009076412540260308,1895,-0.9379947,0.6218173,1898,2025,128
USH00304555,Unknown,44.24440002441406,-73.98470306396484,Unknown,0.08071108146441783,0.005348014591697679,0.06779640514516358,113,0.028406892689553667,1895,-2.565604,1.0434849,1898,2024,113
USH00374266,Unknown,41.4906005859375,-71.54139709472656,Unknown,0.005611165847444793,0.44940372509866267,0.004477397924823936,130,0.007395385813453131,1895,-0.40326923,0.31590533,1895,2024,130
USH00446626,Unknown,36.73809814453125,-82.99669647216797,Unknown,-0.14699306990443248,2.892772844493097e-08,0.31132886957501443,85,0.023996839967903114,1895,1.3251134,0.68769914,1931,2025,85
USH00457773,Unknown,47.54140090942383,-121.83609771728516,Unknown,0.001175323864622062,0.8107063467895769,0.0005335018542015604,110,0.004895102958954937,1895,-0.0144202495,0.16231431,1899,2008,110
USH00217460,Unknown,46.7952995300293,-93.32109832763672,Unknown,0.0326682545480576,0.00013247858303940403,0.11153770460007471,126,0.008279874191896231,1895,-0.7047226,0.36131835,1898,2025,126
USH00450729,Unknown,48.977500915527344,-122.79280090332031,Unknown,-0.032910433991287055,0.02028260622828591,0.045189734914160035,119,0.013985542629405823,1895,-0.21694906,0.54936695,1895,2021,119
USH00422726,Unknown,41.02220153808594,-111.935302734375,Unknown,0.06025162145872934,0.005709713467952751,0.07462567902950376,101,0.02132385474565173,1895,-0.69084144,0.64624137,1914,2014,101
USH00214106,Unknown,47.22560119628906,-95.19190216064453,Unknown,0.12523374863036665,2.4790804690953696e-11,0.32933835171076997,114,0.01688662858711047,1895,-0.5360204,0.7212917,1911,2024,114
USH00381310,Unknown,34.242801666259766,-80.65640258789062,Unknown,0.2656556842100354,4.279523537135448e-21,0.6251424276636848,93,0.021564633096593146,1895,-0.8724133,0.9211313,1907,2001,93
USH00163313,Unknown,29.823299407958984,-91.54419708251953,Unknown,0.1884226507966075,8.55230545062018e-35,0.6977179303144809,129,0.011005188874857685,1895,-0.7857616,0.853052,1895,2024,129
USH00301752,Unknown,42.71670150756836,-74.92669677734375,Unknown,-0.04204878613688941,0.0252048422144495,0.03852951057844331,130,0.018566058371381762,1895,-0.461928,0.81407815,1895,2025,130
USH00240199,Unknown,46.13140106201172,-112.95690155029297,Unknown,-0.022066522244969466,0.1256491702836643,0.019763064312286267,120,0.01430643012931957,1895,-0.6733755,0.5535039,1901,2025,120
USH00245338,Unknown,48.39390182495117,-107.72859954833984,Unknown,-0.023069017813524675,0.0010226470823237203,0.08915468273268819,118,0.0068462120303851995,1895,0.12672825,0.26474515,1905,2024,118
USH00260507,Unknown,39.493099212646484,-117.06749725341797,Unknown,0.007331737616404139,0.741579476630398,0.0009020185867330945,123,0.02218250186085184,1895,-1.249767,0.8968799,1895,2024,123
USH00099141,Unknown,33.402801513671875,-82.62220001220703,Unknown,-0.018724009990810395,0.09241712844385246,0.024013478561181564,119,0.011035710658791416,1895,0.010615631,0.417857,1897,2017,119
USH00187330,Unknown,38.21220016479492,-75.68219757080078,Unknown,-0.11700158374127773,9.247460582235959e-20,0.5646031397906773,102,0.01027454840190864,1895,0.7027003,0.5114696,1895,2017,102
USH00052184,Unknown,37.674198150634766,-106.32469940185547,Unknown,0.12933588491423054,1.3688472123954709e-10,0.33098957940969187,105,0.018117977133951427,1895,-0.11299204,0.6857458,1920,2025,105
USH00194105,Unknown,42.69919967651367,-71.16580200195312,Unknown,-0.07669734403739886,5.785707578401505e-25,0.5660859831219769,130,0.005935208488360072,1895,0.38683334,0.38402176,1895,2024,130
USH00171628,Unknown,44.919700622558594,-69.24169921875,Unknown,-0.0455002901808495,0.010234297124105002,0.05456918763611778,120,0.01743469260286457,1895,0.23748423,0.7544895,1895,2025,120
USH00243139,Unknown,48.77830123901367,-114.89969635009766,Unknown,0.1239354844306108,2.582446683288535e-18,0.5348654959683634,102,0.011557466834817915,1895,-1.2190961,0.5059147,1906,2008,102
USH00088942,Unknown,28.62420082092285,-80.81580352783203,Unknown,0.10725139945636838,2.4601129700725606e-11,0.3156083489947494,120,0.014539185374429721,1895,-1.241075,0.6848824,1901,2025,120
USH00389469,Unknown,32.68000030517578,-80.8416976928711,Unknown,0.03670573224384781,0.004721258762179075,0.061156749678051535,129,0.012761636734003063,1895,-0.7586684,0.55486536,1896,2024,129
USH00200032,Unknown,41.91640090942383,-84.01580047607422,Unknown,0.03829792008810243,1.061524426536062e-05,0.1432007741846164,128,0.008345584635231305,1895,-0.5832337,0.37919736,1895,2024,128
USH00120177,Unknown,40.11220169067383,-85.71749877929688,Unknown,0.019200090048957827,0.007598754838722162,0.05477095851953269,129,0.00707774257232874,1895,-0.061746348,0.30713502,1895,2025,129
USH00413873,Unknown,29.470600128173828,-96.939697265625,Unknown,0.13388880709992096,5.865747595735545e-15,0.3799349413856202,130,0.01511831182990575,1895,-0.53133273,0.8274792,1895,2025,130
USH00367931,Unknown,40.78310012817383,-76.86109924316406,Unknown,0.08405283187076895,8.693377435934924e-19,0.4563731197532268,131,0.008076959923241075,1895,-0.26074168,0.47230694,1895,2025,131
USH00324203,Unknown,47.438899993896484,-97.06639862060547,Unknown,0.015787365648694787,0.11164061198080524,0.024388282640109546,105,0.009838727890076605,1895,0.24331775,0.31067362,1906,2012,105
USH00314055,Unknown,35.0536003112793,-83.18920135498047,Unknown,0.03679035268366655,0.0763240314009644,0.02531835842328709,125,0.020582352726938848,1895,-0.93760765,0.8586616,1895,2025,125
USH00161287,Unknown,30.959400177001953,-92.17859649658203,Unknown,-0.03160303847079062,3.769945325416926e-07,0.18194929430829454,131,0.005899957846288372,1895,-0.21880874,0.28124553,1895,2025,131
USH00084731,Unknown,30.185300827026367,-82.59420013427734,Unknown,0.059990636954068505,8.741173797517431e-14,0.35802778863599416,128,0.00715645504057473,1895,0.045638956,0.3732339,1895,2024,128
USH00341504,Unknown,35.17559814453125,-98.57939910888672,Unknown,0.11455647343851844,5.5351510767583394e-14,0.47194456913842353,91,0.012844549970601575,1895,-0.72937274,0.44045153,1914,2004,91
USH00257070,Unknown,40.097801208496094,-98.51969909667969,Unknown,-0.03255436942884062,0.0003978877460160633,0.09807374793321467,124,0.008937961920156447,1895,0.20408356,0.37360108,1901,2024,124
USH00394037,Unknown,44.01219940185547,-97.52420043945312,Unknown,0.030976253285149226,0.00017462354817650855,0.1045911809856696,130,0.008011005912528771,1895,-0.2754697,0.3608262,1895,2024,130
USH00317615,Unknown,35.68360137939453,-80.4822006225586,Unknown,0.15493294028251028,1.747375092423723e-29,0.6309053678837239,130,0.010474312608618924,1895,-0.68873477,0.7348156,1895,2024,130
USH00255310,Unknown,40.215599060058594,-100.62030029296875,Unknown,-0.009454382689725786,0.08583664999114937,0.026349879364196804,113,0.005454862821479042,1895,0.32239532,0.19466391,1909,2025,113
USH00304647,Unknown,44.75830078125,-74.66919708251953,Unknown,0.006753391490131058,0.634431097353263,0.0029901470618256295,78,0.01414550905464315,1895,-0.5028541,0.27986324,1931,2008,78
USH00395456,Unknown,45.154998779296875,-98.5824966430664,Unknown,0.03417754794033266,1.070340514187394e-08,0.24477094869848787,119,0.005550183966604057,1895,-0.45468533,0.24395327,1896,2016,119
USH00358466,Unknown,45.12189865112305,-122.06999969482422,Unknown,0.125314549182693,5.914505296836708e-19,0.5518961061817305,101,0.011348660201111447,1895,-0.7790558,0.4942458,1925,2025,101
USH00485415,Unknown,41.3125,-105.67440032958984,Unknown,0.07187026826341554,5.520484029944867e-17,0.4205907848052249,131,0.007427065146186086,1895,1.0238041,0.42067954,1895,2025,131
USH00338769,Unknown,41.20000076293945,-80.81670379638672,Unknown,0.1489289822084233,1.1355869857401206e-50,0.825047458236828,131,0.006038165733809251,1895,-1.4033333,0.6224031,1895,2025,131
USH00293265,Unknown,32.79389953613281,-108.15170288085938,Unknown,0.13623615182316828,6.934527782088121e-22,0.5570119792473264,116,0.011378988687497364,1895,0.26643348,0.6231729,1895,2024,116
USH00304174,Unknown,42.44889831542969,-76.44889831542969,Unknown,0.1171632977798625,5.330678262064881e-41,0.7530747192801791,131,0.005906911659770427,1895,-0.8482443,0.5125126,1895,2025,131
USH00393832,Unknown,44.52220153808594,-99.45500183105469,Unknown,0.06951665372950729,3.722096250855297e-17,0.43162900752588074,128,0.0071066385399607655,1895,-0.35005027,0.39501873,1895,2025,128
USH00410498,Unknown,30.984399795532227,-103.74030303955078,Unknown,0.18437947917601538,5.3810652906801215e-31,0.7613026964145252,96,0.010648629814207363,1895,-0.31220666,0.6119943,1924,2022,96
USH00185111,Unknown,39.08470153808594,-76.90029907226562,Unknown,0.023362922411805896,0.008248961133199362,0.06066804805947837,114,0.008686557364015744,1895,-0.035651926,0.33222386,1895,2015,114
USH00127298,Unknown,40.93560028076172,-87.15640258789062,Unknown,0.05778848453191695,8.421362994233136e-11,0.29114135581319467,125,0.008130488120255248,1895,-0.15273815,0.39262193,1900,2025,125
USH00280907,Unknown,40.900001525878906,-74.4000015258789,Unknown,0.08979227659316587,1.6458718303136324e-26,0.6452887516007155,112,0.0063475053157375175,1895,-0.76913834,0.39288962,1895,2025,112
USH00097847,Unknown,32.130001068115234,-81.20999908447266,Unknown,-0.003838625405975489,0.6269240925996393,0.0018368566368420433,131,0.007878508577756297,1895,-0.0065521966,0.3399931,1895,2025,131
USH00429717,Unknown,37.20830154418945,-112.98419952392578,Unknown,0.1208940462981874,3.2313902337250764e-07,0.19771129788330613,121,0.022324463337274746,1895,-1.082805,0.9536108,1904,2024,121
USH00112193,Unknown,39.82749938964844,-88.95249938964844,Unknown,0.061981296945930124,9.917260007693632e-11,0.2797098560341662,130,0.008791349098385364,1895,-1.1509633,0.44578406,1895,2025,130
USH00242793,Unknown,45.33940124511719,-111.71109771728516,Unknown,0.045246017006956574,7.495237550834864e-09,0.27135030099029056,108,0.007201478407720474,1895,-0.49367595,0.27205062,1918,2025,108
USH00274399,Unknown,42.938899993896484,-72.32440185546875,Unknown,-0.01768784862828793,0.006966432470218491,0.05550899006073364,130,0.006448924305842964,1895,-0.3384487,0.28485584,1895,2025,130
USH00244055,Unknown,46.60559844970703,-111.9636001586914,Unknown,-0.18356185222555532,4.8920386592717885e-52,0.8356830092122249,130,0.007194454937495931,1895,1.216391,0.759167,1895,2025,130
USH00429595,Unknown,41.525001525878906,-111.14939880371094,Unknown,0.05264826073404314,0.004043286658565257,0.06791553520222601,120,0.017955028383235472,1895,0.53457636,0.7308607,1897,2024,120
USH00034572,Unknown,36.49470138549805,-91.53500366210938,Unknown,0.010565518539472692,0.4738244092596853,0.004356761030475324,120,0.014703469246894708,1895,-0.0891938,0.5628039,1904,2025,120
USH00304102,Unknown,43.755001068115234,-74.26920318603516,Unknown,0.1559806341395469,4.443355473695772e-31,0.6630898001403301,126,0.009984601700779175,1895,-0.957513,0.6994892,1900,2025,126
USH00048702,Unknown,40.41669845581055,-120.66310119628906,Unknown,-0.0498506257188954,0.004134056193340718,0.07498848160820833,108,0.017005678787349997,1895,0.0017596108,0.6177618,1905,2024,108
USH00352135,Unknown,42.944698333740234,-117.33889770507812,Unknown,0.22928450032139502,2.0745998420853773e-09,0.4123935460169584,70,0.03319002577069709,1895,-1.3247551,0.783198,1930,2004,70
USH00100010,Unknown,42.9536018371582,-112.82530212402344,Unknown,0.14835174215932023,1.1505947388415714e-36,0.7708808991775793,111,0.007746694109477792,1895,-0.89805293,0.5438497,1914,2024,111
USH00129557,Unknown,39.99610137939453,-86.35420227050781,Unknown,0.041631699596080436,0.00020568087083268043,0.1039720400473591,128,0.010887830889214035,1895,-1.3023593,0.47945094,1896,2024,128
USH00284229,Unknown,39.81439971923828,-74.78829956054688,Unknown,0.03510885359545002,9.789943156276501e-08,0.2085181264360906,124,0.006192775167033909,1895,-0.84704334,0.27632487,1901,2024,124
USH00123527,Unknown,39.78580093383789,-85.76110076904297,Unknown,0.01883219723189638,0.05673309263462982,0.02992253511544477,122,0.009788460355879741,1895,-0.14371797,0.38498485,1904,2025,122
USH00167344,Unknown,32.907798767089844,-93.79810333251953,Unknown,0.11674757355602139,8.293614359188565e-11,0.3400312417367209,104,0.016104604179467158,1895,-0.66701597,0.60396135,1895,1998,104
USH00310090,Unknown,35.399200439453125,-80.19940185546875,Unknown,0.07356787013188233,8.147672776145938e-20,0.5249362059412304,114,0.006613051031068656,1895,-0.030085765,0.3356183,1911,2024,114
USH00087851,Unknown,28.337799072265625,-82.26000213623047,Unknown,0.0438354402159083,0.0012958919602894172,0.07795467310893117,130,0.013325252452084933,1895,-1.2531517,0.591454,1895,2024,130
USH00161411,Unknown,32.513301849365234,-92.3478012084961,Unknown,0.00123091603846646,0.8730109890004579,0.00021024155733969047,124,0.007684994738542824,1895,-0.18482587,0.30606738,1895,2022,124
USH00415429,Unknown,29.67530059814453,-97.65640258789062,Unknown,0.005712624428307379,0.5641409037702274,0.002605088278041344,130,0.009879911164627823,1895,0.26785904,0.42163938,1895,2024,130
USH00027281,Unknown,33.673099517822266,-111.15080261230469,Unknown,0.2850791304083164,1.775653100204047e-41,0.7957848594245303,117,0.013466745044245023,1895,-2.2764976,1.0885704,1906,2024,117
USH00219249,Unknown,44.299198150634766,-92.66609954833984,Unknown,0.011480016961758594,0.10374487339568012,0.021906827701264144,122,0.007002486401111275,1895,-0.096450135,0.27481437,1903,2025,122
USH00205662,Unknown,43.58580017089844,-84.76969909667969,Unknown,0.04557547545837248,5.6673166377612436e-05,0.13094072464743997,118,0.010901582430032251,1895,-0.12219511,0.45989603,1896,2024,118
