id,name,lat,lon,state,trend_per_decade,p_value,r_squared,n_points,std_error,start_year,mean_bias,bias_std,first_year,last_year,n_years
USH00346926,Unknown,34.72529983520508,-97.28140258789062,Unknown,-0.07258550394625556,5.3178471244297e-05,0.13972962174137468,111,0.01725082582401729,1895,0.4526124,0.6250079,1900,2010,111
USH00380559,Unknown,32.395301818847656,-80.69560241699219,Unknown,-0.08123608843843746,0.0005049097594915277,0.10737143922806676,109,0.022643737773581713,1895,1.458675,0.7883396,1895,2006,109
USH00340017,Unknown,34.786399841308594,-96.68499755859375,Unknown,0.044454422600956014,0.0008568139636899368,0.10468530273176467,103,0.012935978560942247,1895,0.14892049,0.41118568,1907,2010,103
USH00185718,Unknown,39.28110122680664,-76.61000061035156,Unknown,-0.04552825754618058,1.125114890271775e-07,0.20088536162645643,128,0.008089583354808035,1895,0.13459753,0.37804377,1895,2025,128
USH00035908,Unknown,33.8203010559082,-93.38780212402344,Unknown,0.06737490177915807,1.0770183555480394e-08,0.22775275604198933,129,0.011008867572879793,1895,-1.0431689,0.53059,1895,2024,129
USH00425733,Unknown,38.57440185546875,-109.5457992553711,Unknown,-0.10738850110375237,1.6303205574629771e-12,0.3237560558396727,130,0.01371814976996414,1895,1.1575733,0.71099335,1895,2024,130
USH00053662,Unknown,38.52579879760742,-106.96749877929688,Unknown,-0.07971828884652168,1.8352668361345296e-09,0.2501992606448907,128,0.012294266319308985,1895,0.2348024,0.6077267,1895,2025,128
USH00188000,Unknown,38.3650016784668,-75.58920288085938,Unknown,-0.0508705911363832,4.536759442486083e-05,0.14977596908504912,105,0.011942459873980522,1895,0.7211525,0.40548584,1906,2011,105
USH00487388,Unknown,44.77640151977539,-108.75920104980469,Unknown,0.015575991449803001,0.578493497017373,0.0026689279528063193,118,0.02795618818709508,1895,-1.1377141,1.031362,1907,2024,118
USH00327530,Unknown,46.88859939575195,-102.31919860839844,Unknown,-0.051044813136146006,1.3393843757710804e-10,0.3235741586887627,108,0.007168393965692401,1895,0.11385802,0.2814854,1916,2024,108
USH00345855,Unknown,36.88330078125,-94.88330078125,Unknown,0.010914532833681205,0.5884887256481165,0.0033396151286834022,90,0.020099682806899517,1895,0.03715152,0.5165971,1918,2016,90
USH00360106,Unknown,40.65079879760742,-75.44920349121094,Unknown,0.17786426460109803,4.6136467172487853e-23,0.621975569552773,103,0.013797528023230837,1895,-1.4208405,0.67382437,1923,2025,103
USH00120676,Unknown,40.66830062866211,-84.93049621582031,Unknown,-0.06089873985889889,2.9681829808225545e-18,0.49370328316503076,114,0.0058273196675260285,1895,-0.35847956,0.28866658,1910,2024,114
USH00476718,Unknown,43.527801513671875,-89.43419647216797,Unknown,0.04411355725286743,0.02102647198694408,0.04090068953368842,130,0.018881372912300114,1895,0.00416025,0.8217192,1896,2025,130
USH00340908,Unknown,36.72359848022461,-102.48059844970703,Unknown,0.008732562731395818,0.5780289064655497,0.002874264773572202,110,0.015650975546182447,1895,-0.27961373,0.5195717,1908,2017,110
USH00302060,Unknown,42.062801361083984,-75.42639923095703,Unknown,-0.005472010514238625,0.8085237165628723,0.000832600634605861,73,0.02249668398811062,1895,0.6151586,0.42638016,1937,2012,73
USH00116446,Unknown,38.70029830932617,-88.08190155029297,Unknown,0.03529859384925234,0.0005016773578956896,0.09128419138429361,129,0.009882613254020563,1895,-0.05249425,0.43675262,1897,2025,129
USH00346130,Unknown,35.778099060058594,-95.33390045166016,Unknown,0.008190594411351712,0.3492563813064504,0.007689631450411581,116,0.008714329898253907,1895,-0.33975336,0.32516974,1899,2024,116
USH00083163,Unknown,26.101900100708008,-80.20110321044922,Unknown,0.024291495583269564,0.08846924533840132,0.025920146125873306,113,0.014134202945031607,1895,-0.14171448,0.49435228,1913,2025,113
USH00459238,Unknown,47.756900787353516,-118.67749786376953,Unknown,-0.07187208065839773,0.000884064542542701,0.08697432218156236,124,0.021082702078601242,1895,-0.54864395,0.87931764,1900,2024,124
USH00355162,Unknown,43.26499938964844,-118.8447036743164,Unknown,0.025292855466331803,0.1284063250006223,0.03520330911989171,67,0.016423561533916886,1895,0.20555744,0.29431784,1937,2024,67
USH00284987,Unknown,40.279701232910156,-74.00469970703125,Unknown,0.12785252144448403,1.0402221371432356e-12,0.37634459762891276,110,0.015837146018152958,1895,-0.27509952,0.6964056,1908,2025,110
USH00083186,Unknown,26.584999084472656,-81.86139678955078,Unknown,0.04129593759134427,1.8558440023630147e-05,0.13294439078170295,131,0.009285406959551181,1895,-0.045031823,0.4299365,1895,2025,131
USH00256040,Unknown,41.49330139160156,-98.77469635009766,Unknown,0.01805333720484857,0.11110993180437702,0.021371060239728963,120,0.01124637300244262,1895,-1.2903153,0.43956122,1895,2025,120
USH00416135,Unknown,34.219200134277344,-102.73280334472656,Unknown,0.19411063940519308,5.041468648974409e-19,0.5644867443306122,98,0.017401534173360135,1895,-0.4054043,0.742975,1927,2025,98
USH00385200,Unknown,34.19419860839844,-81.41500091552734,Unknown,-0.05194786350741498,8.452658925463534e-07,0.17320390810513436,130,0.010031897126577784,1895,0.27782398,0.47270432,1895,2025,130
USH00391392,Unknown,43.305599212646484,-96.5916976928711,Unknown,-0.03889952649361091,0.0041140644385492114,0.06551274700702549,124,0.013301119195237125,1895,-0.4586575,0.56343853,1897,2025,124
USH00300183,Unknown,42.301700592041016,-77.98889923095703,Unknown,-0.08782404425768511,3.179583701518312e-11,0.2960562066608575,128,0.012064520526399159,1895,0.71310085,0.60479736,1895,2024,128
USH00489905,Unknown,44.97669982910156,-110.69640350341797,Unknown,0.045675567642980065,6.8053830374387456e-06,0.14789629973405963,129,0.009728584698853661,1895,-0.8362468,0.4487924,1895,2024,129
USH00131533,Unknown,40.72439956665039,-95.01920318603516,Unknown,0.07303334810529775,1.7125044162041894e-09,0.2459347598974833,131,0.011259545460525175,1895,-0.6726625,0.5590404,1895,2025,131
USH00086414,Unknown,29.080299377441406,-82.07779693603516,Unknown,0.04387949258626715,0.014896768355592083,0.04840021272629499,122,0.017761290057182445,1895,-0.39027905,0.7159697,1896,2024,122
USH00160098,Unknown,31.320600509643555,-92.46109771728516,Unknown,0.011868517471411072,0.47052557355266,0.004044226612592533,131,0.01639849167490126,1895,-0.33819947,0.70845246,1895,2025,131
USH00098703,Unknown,31.44610023498535,-83.47669982910156,Unknown,0.06211878462055218,0.00020146493140367873,0.12726426532547228,104,0.01610686453545959,1895,-1.0405644,0.5284337,1911,2024,104
USH00333375,Unknown,40.099998474121094,-84.6500015258789,Unknown,0.1335706496506823,1.3787065972429987e-12,0.3254979482728817,130,0.016995093697135005,1895,0.36677566,0.8819696,1895,2024,130
USH00292608,Unknown,36.93579864501953,-107.0,Unknown,0.14063890391216197,3.3873863219357882e-12,0.3310321378222872,123,0.018175247589064327,1895,-0.7363649,0.8714514,1898,2020,123
USH00306820,Unknown,41.599700927734375,-73.91000366210938,Unknown,0.1551698849519372,2.7056837570135544e-08,0.28400661111107306,95,0.025547961037360116,1895,-0.19555928,0.8978779,1895,2019,95
USH00229439,Unknown,31.677200317382812,-88.6707992553711,Unknown,0.0042846804425782535,0.7634017988132854,0.0007104165957706126,130,0.014203735730897381,1895,-0.6598225,0.6114763,1895,2025,130
USH00358797,Unknown,43.98139953613281,-117.243896484375,Unknown,-0.25795299660562365,1.0471632133094647e-27,0.6559041346754343,114,0.017654324655438394,1895,3.0412576,1.0970777,1895,2013,114
USH00105462,Unknown,43.91809844970703,-113.63169860839844,Unknown,0.06626513706799063,4.653022005252638e-05,0.13483376865550573,117,0.015652604926897743,1895,0.77497935,0.61340326,1908,2025,117
USH00044890,Unknown,36.38169860839844,-119.02639770507812,Unknown,0.0020929787853714212,0.8890280254439373,0.0001589231439553325,125,0.014968703435516323,1895,-0.057272874,0.604101,1899,2025,125
USH00046506,Unknown,39.74580001831055,-122.19969940185547,Unknown,0.024839059442822352,0.016815137380700403,0.04747777628754521,120,0.010242041161111347,1895,0.6260111,0.39686355,1904,2024,120
USH00147093,Unknown,39.76750183105469,-101.80970001220703,Unknown,-0.009011077569276847,0.27242627892591753,0.010464280025274707,117,0.008171256990413081,1895,-0.21638888,0.2987895,1908,2024,117
USH00245080,Unknown,45.48360061645508,-110.56890106201172,Unknown,0.028226646814328654,0.10971413248432862,0.02083579013304133,124,0.01751871115366907,1895,-0.24372073,0.7223028,1896,2025,124
USH00029271,Unknown,33.816898345947266,-109.9832992553711,Unknown,-0.2171357092880401,1.7924859102337113e-09,0.3074123698690235,101,0.03275596136750969,1895,-0.13870513,1.2986785,1897,2008,101
USH00331541,Unknown,41.051700592041016,-81.93609619140625,Unknown,0.02115192142630134,0.03207838093121018,0.03834503431733563,120,0.009751330917202924,1895,-0.3061861,0.37574044,1895,2014,120
USH00031632,Unknown,36.419700622558594,-90.58580017089844,Unknown,-0.05736495920790279,4.3131756858225277e-07,0.18962799289691046,124,0.010736377294333322,1895,0.66865164,0.4940229,1895,2025,124
USH00331890,Unknown,40.240299224853516,-81.87110137939453,Unknown,0.008400108838640022,0.4725127506124106,0.005022336445415898,105,0.011649842799791522,1895,-0.10905124,0.36593947,1916,2023,105
USH00121229,Unknown,39.86669921875,-85.18329620361328,Unknown,-0.02857480222970328,0.01190000811700267,0.05873533646153072,107,0.011163354871600863,1895,-0.37060747,0.36588672,1895,2001,107
USH00112483,Unknown,37.98780059814453,-89.19309997558594,Unknown,-0.03480458673701425,9.659329154814048e-05,0.11581435018606477,126,0.008636070569039705,1895,0.22041404,0.3777029,1898,2024,126
USH00104670,Unknown,42.73249816894531,-114.51920318603516,Unknown,-0.14961145329858488,1.0381131683484212e-22,0.6015744561089615,107,0.011882260944647482,1895,1.5036858,0.60163414,1916,2024,107
USH00351862,Unknown,44.63420104980469,-123.19000244140625,Unknown,0.020727178455772613,0.03118477583900678,0.03631747637444872,128,0.009511829879323438,1895,-0.4438163,0.40926245,1895,2024,128
USH00395481,Unknown,43.235801696777344,-97.57140350341797,Unknown,0.021091016539355974,0.007656680025016003,0.05425231851350995,130,0.00778342990522177,1895,0.054487694,0.34111834,1896,2025,130
USH00205650,Unknown,42.608299255371094,-82.81829833984375,Unknown,-0.019420461649198625,0.25162519021798024,0.010758514179868454,124,0.016859886487633976,1895,-0.30771306,0.6867924,1897,2024,124
USH00124181,Unknown,40.85559844970703,-85.49810028076172,Unknown,0.005218711997611722,0.4101215281040096,0.005306981624436859,130,0.006315083370709878,1895,-0.022138119,0.27198398,1895,2025,130
USH00355593,Unknown,45.94279861450195,-118.40889739990234,Unknown,-0.013036264053686365,0.1597711367503265,0.018216733899787937,110,0.009209028700247876,1895,-0.4093168,0.30809534,1915,2024,110
USH00398932,Unknown,44.904701232910156,-97.14939880371094,Unknown,-0.03736995372702975,1.3731244859921524e-07,0.19564212338665887,130,0.006697474224315656,1895,0.10162368,0.31893012,1895,2025,130
USH00058204,Unknown,37.94919967651367,-107.87329864501953,Unknown,0.1715878010970712,1.3556164685120878e-12,0.3733232667988704,110,0.021392118107423377,1895,-1.6714166,0.9283191,1901,2024,110
USH00308248,Unknown,42.692501068115234,-73.8324966430664,Unknown,-0.16231313655058272,4.074661434453483e-10,0.39989745004693605,79,0.02265931236033472,1895,0.07028961,0.61747503,1927,2024,79
USH00226009,Unknown,33.451900482177734,-90.5093994140625,Unknown,-0.19838432978454765,5.452579110007761e-29,0.7005524831916365,106,0.012718348309295234,1895,0.524621,0.72868735,1913,2018,106
USH00393029,Unknown,44.042198181152344,-98.06999969482422,Unknown,-0.0667620463662246,2.26134340908707e-09,0.2460709333833911,129,0.010369620552505055,1895,-0.4867747,0.50525707,1895,2024,129
USH00213303,Unknown,47.24359893798828,-93.49749755859375,Unknown,-0.1424970385189499,1.230188198221019e-35,0.721204049540632,124,0.008021213491403499,1895,0.38228497,0.63466924,1895,2024,124
USH00202737,Unknown,45.66669845581055,-86.7166976928711,Unknown,-0.04332031721703744,0.0001134293213448498,0.1834589655021971,76,0.0106241771955295,1895,0.50056016,0.22334884,1921,1996,76
USH00238223,Unknown,38.966400146484375,-93.41940307617188,Unknown,0.23872751101471715,1.4625414401648005e-41,0.7908384120380115,119,0.011350281343952273,1895,-1.484762,0.9579402,1899,2024,119
USH00234904,Unknown,39.18280029296875,-93.8550033569336,Unknown,0.15934333543474846,6.386848346344334e-19,0.5104331102117156,113,0.014811840079366527,1895,-0.38069078,0.7374583,1895,2008,113
USH00144588,Unknown,39.325599670410156,-94.91889953613281,Unknown,0.012436175872721937,0.5715874032317131,0.00311736961053195,105,0.021912710881284436,1895,0.4046234,0.6916885,1901,2011,105
USH00132789,Unknown,41.02109909057617,-91.9552993774414,Unknown,-0.020940766659437275,0.03793484445244425,0.03455500928537765,125,0.009980407676312808,1895,-0.113457985,0.41442895,1895,2025,125
USH00256135,Unknown,42.06779861450195,-97.96749877929688,Unknown,-0.006206356606054151,0.18959767285044177,0.013405184975400936,130,0.004706138993823273,1895,0.5741603,0.20193753,1895,2024,130
USH00412121,Unknown,33.65169906616211,-101.24500274658203,Unknown,0.021140664248928204,0.007157157398440982,0.05514962423557446,130,0.007734351142061213,1895,-0.67451924,0.34125802,1895,2025,130
USH00083207,Unknown,27.462200164794922,-80.35389709472656,Unknown,0.14361053043947813,8.604952116169044e-10,0.26438662910701455,125,0.021599256109020474,1895,0.2249606,1.0118501,1901,2025,125
USH00035186,Unknown,35.60419845581055,-91.27439880371094,Unknown,0.008091814351057665,0.4795707866604334,0.003882209502471678,131,0.011412135493463166,1895,-0.279003,0.49299034,1895,2025,131
USH00455224,Unknown,47.135799407958984,-122.25579833984375,Unknown,-0.11144412404841506,1.9047338032895116e-17,0.5196180508462113,101,0.010769382518102659,1895,0.66798955,0.46537456,1914,2024,101
USH00042910,Unknown,40.80970001220703,-124.1603012084961,Unknown,0.04107835037122419,5.717544626475853e-10,0.26011933030591883,130,0.006123539687227984,1895,-0.4056218,0.30352715,1895,2025,130
USH00241552,Unknown,47.219398498535156,-111.70999908447266,Unknown,-0.14391548958055242,1.469660408473527e-25,0.6177719940266793,116,0.010602352959104661,1895,0.6486231,0.6174376,1904,2022,116
USH00251200,Unknown,41.40829849243164,-99.67500305175781,Unknown,0.17220220611547957,3.029142190207878e-17,0.4283958114767948,130,0.017581617174660613,1895,-0.26166862,0.99113494,1895,2024,130
USH00340593,Unknown,36.8125,-100.53079986572266,Unknown,-0.02973376246203388,0.004420741400074845,0.06663041540309599,120,0.01024470425821302,1895,0.14114435,0.4010245,1896,2017,120
USH00049855,Unknown,37.75,-119.5896987915039,Unknown,-0.34181986679090726,1.1105364571265164e-21,0.5696368926525893,111,0.028457878088938897,1895,1.2660735,1.4984148,1907,2024,111
USH00295273,Unknown,33.8224983215332,-108.94170379638672,Unknown,0.055605046396904015,0.013115282228222194,0.05613991022182943,109,0.022041455677055576,1895,0.10808443,0.78319395,1900,2014,109
USH00489615,Unknown,42.110599517822266,-104.94920349121094,Unknown,0.16779909699671816,8.761585140844749e-16,0.4260265799126928,119,0.018006289622627465,1895,-1.0885009,0.91783077,1895,2022,119
USH00044713,Unknown,39.31829833984375,-120.63919830322266,Unknown,-0.026676291077579933,0.3747257908756414,0.008391534553987954,96,0.0299096230741037,1895,-0.15535276,0.8112143,1907,2002,96
USH00353095,Unknown,43.39360046386719,-121.21219635009766,Unknown,-0.09609281337261649,0.006072762081424185,0.09489893944626389,78,0.03404097338050145,1895,-1.3423027,0.7068552,1918,1995,78
USH00114442,Unknown,39.73469924926758,-90.19779968261719,Unknown,-0.0027232227535089223,0.7042773074679745,0.0011204557359441578,131,0.007158920169814385,1895,0.24512085,0.3088288,1895,2025,131
USH00340548,Unknown,36.7682991027832,-96.0261001586914,Unknown,0.11194888508195909,4.5372904122801126e-14,0.3890428754657562,118,0.013025590230235248,1895,-0.94638866,0.6139668,1908,2025,118
USH00224173,Unknown,34.8218994140625,-89.43470001220703,Unknown,0.08559450591798272,1.5500191316318567e-17,0.4582345420414,121,0.00853167204164351,1895,0.3210253,0.44385046,1895,2016,121
USH00134735,Unknown,42.781700134277344,-96.14579772949219,Unknown,-0.04418752655710672,2.0411588366054473e-05,0.13268161533521705,130,0.009985702160163038,1895,0.75647295,0.45699456,1896,2025,130
USH00343871,Unknown,35.584999084472656,-99.39530181884766,Unknown,0.16083807044007153,2.2299523885239593e-14,0.48250032766231077,91,0.017656315646583515,1895,-0.53326744,0.61829406,1914,2005,91
USH00398622,Unknown,42.76250076293945,-96.91940307617188,Unknown,0.08213109961880119,2.017063354012106e-12,0.3278486478366263,127,0.010518394876473384,1895,-0.36005014,0.5358075,1895,2025,127
USH00304912,Unknown,43.79750061035156,-75.48169708251953,Unknown,0.05377072809425621,2.076527519193254e-09,0.24538281444320872,130,0.008334550962178777,1895,-0.084182285,0.4134894,1895,2025,130
USH00235027,Unknown,37.39080047607422,-93.94889831542969,Unknown,0.00010746744510671061,0.983977947211471,3.432195594829753e-06,120,0.005340097180501054,1895,-0.2091528,0.20234063,1905,2025,120
USH00342944,Unknown,35.216400146484375,-99.86280059814453,Unknown,0.07388157691561349,2.250706388590239e-12,0.38147075514331896,105,0.00926972902048563,1895,-0.00924445,0.36941406,1905,2010,105
USH00118916,Unknown,41.55189895629883,-89.5988998413086,Unknown,0.08781906917749632,3.864909475871987e-30,0.6394677236235138,130,0.0058283631762698195,1895,-0.1107176,0.4137102,1895,2024,130
USH00291469,Unknown,32.347801208496094,-104.22250366210938,Unknown,0.12172435995768488,1.7212122227108785e-26,0.6253943007055044,118,0.008746992128686414,1895,0.1766582,0.53296345,1902,2020,118
USH00383468,Unknown,33.361900329589844,-79.2238998413086,Unknown,-0.008616856441973715,0.6326135189080762,0.002415383407841218,97,0.017966723627705926,1895,-0.32185513,0.53587526,1895,1998,97
USH00402108,Unknown,35.54970169067383,-89.69999694824219,Unknown,0.018779223897020875,0.03693887912670258,0.036988009498971706,118,0.008896803781206568,1895,-0.3233808,0.33579853,1895,2018,118
USH00456039,Unknown,47.3286018371582,-118.69969940185547,Unknown,-0.057599044905221164,0.002038837743528149,0.07777788499141151,120,0.018258453090577696,1895,0.9234649,0.7184224,1903,2022,120
USH00472001,Unknown,42.670799255371094,-90.11830139160156,Unknown,-0.012414330195741638,0.23950791477726643,0.01266989561899208,111,0.010496746637866879,1895,-0.20239834,0.38321573,1901,2025,111
USH00303184,Unknown,42.87670135498047,-77.03079986572266,Unknown,-0.029432193946356818,8.60282176566588e-06,0.1640298966202362,113,0.006306596054107811,1895,-0.2990118,0.23810151,1913,2025,113
USH00457458,Unknown,47.650001525878906,-122.30000305175781,Unknown,-0.002295289118292473,0.8709958158298248,0.0002623674772151277,103,0.014098234541669155,1895,0.10709361,0.4233768,1895,1997,103
USH00232289,Unknown,36.620601654052734,-90.8125,Unknown,0.10622794866875201,1.7377137900966045e-11,0.3359508793781701,113,0.014175536921876597,1895,-0.034198854,0.60048467,1904,2016,113
USH00245572,Unknown,48.4827995300293,-104.45140075683594,Unknown,-0.16081812996433537,1.6204682708055684e-30,0.7031587328805279,111,0.010008228441125012,1895,0.5314024,0.6321358,1911,2024,111
USH00452505,Unknown,46.969200134277344,-120.54000091552734,Unknown,0.028573852795270437,0.01060010529349585,0.050318305987171914,129,0.011015214788980212,1895,-0.646024,0.48112634,1895,2024,129
USH00343497,Unknown,35.62670135498047,-98.32250213623047,Unknown,0.06785684385604007,1.8931782355562372e-05,0.17598491638047026,97,0.01506474244067024,1895,0.11074327,0.45526496,1912,2008,97
USH00315830,Unknown,34.73360061645508,-76.73580169677734,Unknown,0.24356544683585896,2.7166598384475048e-28,0.6386288761820024,122,0.016725438082729194,1895,-0.71229494,1.0871578,1896,2024,122
USH00098740,Unknown,34.5786018371582,-83.33190155029297,Unknown,-0.08797838962374485,4.3435173798461475e-14,0.3627382510394702,129,0.010347522895902617,1895,0.5585721,0.5460787,1897,2025,129
USH00420788,Unknown,37.282798767089844,-109.55780029296875,Unknown,-0.10197583166999197,7.355807131731179e-06,0.16908153137539553,111,0.021652852958460676,1895,0.97941494,0.8069131,1911,2025,111
USH00336196,Unknown,41.266700744628906,-82.2166976928711,Unknown,0.011274761179885393,0.4938645497739642,0.0041893189950093414,114,0.016425364458591545,1895,0.2936922,0.57576644,1895,2008,114
USH00418201,Unknown,32.713600158691406,-102.65969848632812,Unknown,-0.1800031744079208,1.3833392711137586e-15,0.49075660372002694,97,0.01881256390695088,1895,0.98194057,0.74531335,1923,2023,97
USH00270706,Unknown,44.30609893798828,-71.65750122070312,Unknown,0.1454131202267673,7.67122263143126e-24,0.5872632522486431,117,0.01136775825109626,1895,-1.5045849,0.6483222,1895,2012,117
USH00111280,Unknown,39.288299560546875,-89.87030029296875,Unknown,0.01192972217549607,0.04434898094594532,0.03469505532826323,117,0.0058678618811792045,1895,-0.40055555,0.2221677,1895,2022,117
USH00132724,Unknown,43.43000030517578,-94.8218994140625,Unknown,0.0549151337787825,2.370822184995483e-13,0.34353441879995333,130,0.006709774328085323,1895,-0.7843226,0.35295847,1895,2024,130
USH00406371,Unknown,35.9202995300293,-86.372802734375,Unknown,0.12375118698283845,8.297931653519197e-36,0.7029445866604129,131,0.007082926061496433,1895,-0.6749836,0.5603003,1895,2025,131
USH00228374,Unknown,33.469200134277344,-88.7822036743164,Unknown,-0.04388238968669308,0.00010682388306312733,0.11189667469977223,129,0.010970124770036586,1895,0.6144278,0.4924584,1895,2025,129
USH00050848,Unknown,39.99190139770508,-105.2667007446289,Unknown,0.2778704436394919,8.549558767986438e-38,0.7259986130387092,130,0.015088492617286769,1895,-1.8533347,1.2289814,1895,2025,130
USH00255565,Unknown,40.51559829711914,-98.95140075683594,Unknown,-0.026554708125520396,0.0014588109000379574,0.07695357383520791,129,0.008160881042823056,1895,0.36177248,0.35785168,1897,2025,129
USH00187806,Unknown,38.71440124511719,-76.189697265625,Unknown,-0.036395036514234605,5.473040016331036e-05,0.11984280032603976,130,0.008717888763166537,1895,-0.17940384,0.3960526,1895,2024,130
USH00046118,Unknown,34.76750183105469,-114.618896484375,Unknown,-0.19350675079048568,1.6374952208323356e-11,0.3115427473403086,124,0.026043291521865106,1895,0.7253039,1.2464703,1901,2025,124
USH00358746,Unknown,45.208099365234375,-117.87580108642578,Unknown,-0.040313751342197814,2.7291277190642987e-05,0.16668468731385297,99,0.009152172021918726,1895,0.43659934,0.28361705,1912,2010,99
USH00370896,Unknown,41.16669845581055,-71.58329772949219,Unknown,0.03487064091355285,0.000981655725913367,0.10440414981847167,101,0.010264539919687423,1895,-1.1413157,0.3162068,1895,1995,101
USH00024645,Unknown,35.20000076293945,-114.0167007446289,Unknown,-0.2271867708125785,9.422083166161662e-10,0.34490252427820295,91,0.03318889642870863,1895,1.5308534,1.039311,1901,1993,91
USH00444128,Unknown,37.99689865112305,-79.83170318603516,Unknown,-0.053579533363050574,1.728310892383113e-06,0.1666181206394366,128,0.010675164231937186,1895,0.26769817,0.49960467,1895,2025,128
USH00475932,Unknown,44.3588981628418,-88.71890258789062,Unknown,-0.014640123173258182,0.035141362286618474,0.03474618388568606,128,0.006874271250058559,1895,0.6708025,0.2938555,1896,2024,128
USH00080478,Unknown,27.89859962463379,-81.84329986572266,Unknown,0.003976404865046255,0.7667788506483444,0.0006896873298883219,130,0.013378569294497013,1895,-0.6921395,0.57040215,1895,2024,130
USH00305512,Unknown,42.84170150756836,-75.72640228271484,Unknown,-0.037062201274536744,0.0005641622304720142,0.11157738170773868,103,0.01040620180302861,1895,0.58479714,0.36883327,1912,2024,103
USH00478919,Unknown,43.174198150634766,-88.73639678955078,Unknown,-0.06593476210481754,3.795563275209248e-08,0.20974386189808236,131,0.011268312879503417,1895,-0.15441534,0.54651463,1895,2025,131
USH00451666,Unknown,48.54669952392578,-119.74919891357422,Unknown,-0.1399447899714398,6.158675332270717e-25,0.6212688961709684,112,0.01041804126529192,1895,-0.52621645,0.5827612,1900,2015,112
USH00367029,Unknown,41.73939895629883,-75.44640350341797,Unknown,0.24077372176683073,1.0430986981245294e-12,0.3934711353905283,104,0.029599085802857004,1895,-1.1447278,1.1744264,1920,2024,104
USH00144464,Unknown,37.94110107421875,-101.24919891357422,Unknown,-0.22215914214951613,2.4636663732179408e-39,0.7490208672325279,127,0.011502203100189996,1895,0.9224231,0.94619054,1896,2024,127
USH00135952,Unknown,43.0452995300293,-92.31220245361328,Unknown,0.002648418314408424,0.8346859603335501,0.0003442368855448967,129,0.012664301961999113,1895,-0.48329324,0.5336221,1897,2025,129
USH00253185,Unknown,41.45140075683594,-97.76439666748047,Unknown,0.09782523240181976,2.253190916507752e-25,0.5723967917946086,130,0.0074733923908401854,1895,-0.39525723,0.487101,1895,2024,130
USH00224776,Unknown,33.05830001831055,-89.57969665527344,Unknown,-0.030430516013629755,0.011060431415467184,0.053018722448146774,121,0.011789405433050933,1895,0.3306791,0.47234076,1895,2018,121
USH00412598,Unknown,32.062801361083984,-98.30470275878906,Unknown,-0.06262882561425276,0.000134252887373415,0.127945266878733,109,0.015806733776400687,1895,0.065374956,0.57387364,1897,2011,109
