id,name,lat,lon,state,trend_per_decade,p_value,r_squared,n_points,std_error,start_year,mean_bias,bias_std,first_year,last_year,n_years
USH00258395,Unknown,40.682498931884766,-96.1885986328125,Unknown,-0.04939888986428564,1.1394131687987236e-12,0.3274736513300351,130,0.006257180386176069,1895,0.27030817,0.3251964,1895,2024,130
USH00174566,Unknown,44.099998474121094,-70.2166976928711,Unknown,-0.02092953136357078,0.0033679779021762277,0.07824930229588425,108,0.006977069868343488,1895,-0.6604697,0.23434396,1895,2002,108
USH00295150,Unknown,34.76750183105469,-106.76110076904297,Unknown,0.04665568296895563,8.373532484650737e-06,0.14958910973231238,125,0.01003035752206289,1895,-0.6226107,0.46694878,1895,2025,125
USH00225987,Unknown,31.55190086364746,-90.10579681396484,Unknown,-0.07374394383886326,3.422153018447772e-07,0.21478151920577163,110,0.013567857810955819,1895,1.0671191,0.507569,1907,2016,110
USH00095874,Unknown,33.083099365234375,-83.24970245361328,Unknown,0.03545741942503591,4.3524868731171464e-05,0.1346975806556372,118,0.00834415170483524,1895,0.033369943,0.3355722,1895,2017,118
USH00429111,Unknown,40.42689895629883,-109.5531005859375,Unknown,-0.04492946381454473,0.015731646720545053,0.050523058520515536,115,0.0183226973590753,1895,0.27225822,0.6747269,1906,2024,115
USH00457267,Unknown,47.08940124511719,-117.59310150146484,Unknown,0.00665301897464915,0.5145928598410803,0.003489474108670634,124,0.010178875484712486,1895,-0.17716071,0.41029763,1895,2020,124
USH00443192,Unknown,38.31669998168945,-77.44999694824219,Unknown,0.06781541501679351,1.2785978578328642e-12,0.4002067974050192,101,0.008343905293530279,1895,-0.60456747,0.31792563,1895,1996,101
USH00049699,Unknown,39.523101806640625,-122.30580139160156,Unknown,-0.033038118501624116,0.0015545229056094395,0.08102219792474745,121,0.010199815740018218,1895,0.53324497,0.4080857,1902,2024,121
USH00025512,Unknown,33.40439987182617,-110.87000274658203,Unknown,0.041632113600113506,0.0030555193964699316,0.09143174848912954,94,0.013682479692388672,1895,0.57134813,0.3755909,1914,2007,94
USH00317202,Unknown,36.38249969482422,-79.6947021484375,Unknown,0.06048172546717698,5.804742956032033e-18,0.4586797923807777,124,0.00594862474626651,1895,0.16127834,0.32095534,1902,2025,124
USH00020080,Unknown,32.36970138549805,-112.86000061035156,Unknown,-0.12574338260603926,3.672546390199077e-33,0.7442532558183409,108,0.007159404355997611,1895,0.5411121,0.4680249,1915,2025,108
USH00451276,Unknown,46.720001220703125,-122.95279693603516,Unknown,-0.006261370250911371,0.6038653105096856,0.0023280445809866542,118,0.012034793055643539,1895,-0.8235707,0.45057935,1902,2021,118
USH00021248,Unknown,36.15330123901367,-109.53939819335938,Unknown,-0.007237765861426593,0.59672651733674,0.002675437558626784,107,0.013637373277386369,1895,-0.7157214,0.4645526,1909,2024,107
USH00150381,Unknown,36.88249969482422,-83.88189697265625,Unknown,-0.060366659889618215,2.2114886677267036e-11,0.3103126715970524,123,0.008181460348328829,1895,0.32987735,0.40022433,1896,2025,123
USH00100470,Unknown,44.04249954223633,-111.2739028930664,Unknown,-0.06068770359018233,3.094759567151166e-18,0.4587426684262931,126,0.00591980211370269,1895,0.29092997,0.33092105,1897,2024,126
USH00116610,Unknown,39.63560104370117,-87.69329833984375,Unknown,0.12646746888475838,7.265139701502769e-42,0.7632367301492173,130,0.0062258890268026374,1895,-0.73604417,0.54533815,1895,2024,130
USH00475474,Unknown,43.0718994140625,-88.02940368652344,Unknown,-0.07526605591614471,1.5717086742105686e-18,0.47564729440593617,122,0.007214027225839498,1895,-0.18264344,0.3894437,1895,2018,122
USH00021614,Unknown,34.34939956665039,-111.6980972290039,Unknown,0.07107226642950043,0.012590799973261528,0.07102471490917905,87,0.027879695907375247,1895,-1.000649,0.6781455,1916,2004,87
USH00380074,Unknown,33.49250030517578,-81.69580078125,Unknown,0.0029201885365775795,0.7165944967039728,0.0012724022776901274,106,0.008022422468675456,1895,0.4441859,0.25181678,1902,2008,106
USH00138296,Unknown,42.03559875488281,-92.58059692382812,Unknown,0.04204819179888499,1.1690119888424919e-07,0.1962282239147748,131,0.007492695940836009,1895,-0.48454198,0.36032847,1895,2025,131
USH00304796,Unknown,43.03329849243164,-74.86669921875,Unknown,-0.29092529956859103,5.769764501051411e-14,0.6799349079551789,52,0.028228121231879105,1895,-0.19430543,0.98440725,1897,1992,52
USH00475120,Unknown,44.631900787353516,-90.13140106201172,Unknown,-0.09133446800307636,2.6342674951047344e-31,0.7063028043550686,113,0.005590203897070334,1895,0.29539016,0.356074,1913,2025,113
USH00227132,Unknown,31.985000610351562,-90.9719009399414,Unknown,-0.008445375702976115,0.21571006114433044,0.01253529268880302,124,0.006786293070444569,1895,0.5580032,0.27195662,1895,2022,124
USH00040924,Unknown,33.61309814453125,-114.59719848632812,Unknown,0.02556310349443102,0.09447305479067084,0.029464957240453112,96,0.015132209815831046,1895,0.1633553,0.4148504,1913,2008,96
USH00425826,Unknown,41.04280090332031,-111.67220306396484,Unknown,-0.08224842315050318,1.3655837259367327e-11,0.3438015595051253,111,0.0108837362128088,1895,0.7477222,0.4664746,1903,2023,111
USH00283029,Unknown,40.5630989074707,-74.88310241699219,Unknown,0.15042093803855763,6.000186946303588e-44,0.7855324884822114,128,0.007001993457834711,1895,-0.8270111,0.62955755,1898,2025,128
USH00399442,Unknown,43.497798919677734,-100.47940063476562,Unknown,0.0246872446929196,0.04532041306838149,0.037264894375617946,108,0.012187739019639458,1895,-0.37658638,0.42082873,1913,2024,108
USH00423809,Unknown,40.49169921875,-111.42610168457031,Unknown,-0.04616246605783824,3.405346491418595e-06,0.17036441190615995,118,0.009458325464266603,1895,-0.07326895,0.38258103,1895,2012,118
USH00210018,Unknown,47.299198150634766,-96.51609802246094,Unknown,-0.04056595363266263,1.5470981394041038e-12,0.3561859077892439,116,0.005108002922332313,1895,-0.09346544,0.24277289,1895,2024,116
USH00023160,Unknown,35.26810073852539,-111.7427978515625,Unknown,-0.0655250640008458,2.1107723776927473e-07,0.2215686939039712,110,0.011818205136331595,1895,-0.5476225,0.4483684,1909,2024,110
USH00313510,Unknown,35.344398498535156,-77.9646987915039,Unknown,-0.08322931331941626,2.0671978074094328e-11,0.3574678705969167,104,0.011048546391730413,1895,0.29156777,0.4270043,1895,2002,104
USH00040693,Unknown,37.8744010925293,-122.25890350341797,Unknown,-0.03276535261898838,3.9686380631372043e-08,0.2166899004797106,126,0.005594374447525078,1895,-0.19805373,0.26376683,1895,2023,126
USH00144695,Unknown,37.02220153808594,-100.92939758300781,Unknown,0.004937422705004907,0.5491355128078934,0.003102229006822572,118,0.008217878207409476,1895,-0.6558602,0.30324054,1907,2024,118
USH00350328,Unknown,46.156898498535156,-123.88249969482422,Unknown,0.059022670642323576,1.1558497844919084e-11,0.30112283973795057,131,0.007916852916460574,1895,-0.26215282,0.40829965,1895,2025,131
USH00044997,Unknown,37.69219970703125,-121.76920318603516,Unknown,0.12102886619174719,2.4485431985017753e-24,0.5827926067152213,121,0.009387165294018555,1895,-0.036689833,0.5569381,1903,2024,121
USH00196486,Unknown,41.98189926147461,-70.69609832763672,Unknown,-0.05329966306502515,0.0030453368019878807,0.07985137590057417,108,0.017573542646402956,1895,0.71611434,0.59894884,1906,2014,108
USH00254985,Unknown,41.280799865722656,-98.96810150146484,Unknown,-0.09158860305520482,1.2343584561022314e-19,0.5030841529466394,120,0.00837956619783567,1895,0.3935568,0.457745,1902,2025,120
USH00090586,Unknown,30.822799682617188,-84.61750030517578,Unknown,0.025273103628895073,0.007077552939431062,0.06466186017015177,111,0.009206733114684115,1895,-0.003353898,0.32926163,1897,2013,111
USH00410902,Unknown,29.797800064086914,-98.73470306396484,Unknown,-0.13933127300310122,5.8047152779366095e-33,0.6977068094034906,122,0.008372124605406718,1895,0.48967692,0.5898668,1904,2025,122
USH00300085,Unknown,42.26139831542969,-77.78500366210938,Unknown,-0.02297398247722855,0.017370130033348745,0.04662842074508526,121,0.009522885269719849,1895,0.9520878,0.38544035,1895,2025,121
USH00246472,Unknown,46.315799713134766,-113.30000305175781,Unknown,-0.005898315924203144,0.5132720793846928,0.003725671574947753,117,0.008994277773952338,1895,-0.2396691,0.33660844,1904,2024,117
USH00026353,Unknown,31.93560028076172,-109.83779907226562,Unknown,0.22575618327651617,7.831160618544792e-31,0.6813322803857133,119,0.014273690537193011,1895,-1.711662,0.9442879,1904,2024,119
USH00046508,Unknown,41.30889892578125,-123.53170013427734,Unknown,0.2541858901020267,4.8720149717753305e-21,0.5417069165700932,116,0.02189719442837567,1895,-0.62925345,1.1678563,1903,2024,116
USH00088758,Unknown,30.39310073852539,-84.35330200195312,Unknown,0.024118582978832716,0.0010119633602274321,0.08064867853117444,131,0.0071696682010830804,1895,0.15082005,0.32239267,1895,2025,131
USH00384753,Unknown,33.6775016784668,-79.82830047607422,Unknown,0.05378788142197356,0.00034784676316938664,0.1162667483464589,106,0.014541211924379686,1895,0.10785666,0.48496553,1895,2000,106
USH00459012,Unknown,47.64780044555664,-120.0697021484375,Unknown,0.0429644919867602,0.00040035476488434456,0.09875958384178614,123,0.011799067890176818,1895,-0.96745574,0.4934087,1895,2019,123
USH00415707,Unknown,31.13330078125,-102.2217025756836,Unknown,-0.0414718414906539,0.00017576170437432254,0.14856332617781812,90,0.010583574056130775,1895,0.31045455,0.29130024,1932,2024,90
USH00318694,Unknown,36.39189910888672,-81.30390167236328,Unknown,0.0005081726873514412,0.9454347232607359,4.055417987857562e-05,118,0.0074089336721241475,1895,0.56715536,0.27297154,1908,2025,118
USH00290858,Unknown,35.529701232910156,-104.09359741210938,Unknown,-0.07985616931228393,4.730410837508394e-12,0.37262152105860324,105,0.010209881517994764,1895,1.0889959,0.39983878,1905,2010,105
USH00084289,Unknown,28.8031005859375,-82.3125,Unknown,0.11059233648944278,7.242750001547223e-31,0.6694375847668508,123,0.0070648677906756715,1895,-0.29240805,0.49410668,1899,2024,123
USH00118147,Unknown,38.11669921875,-89.7166976928711,Unknown,0.04961272016456055,2.0763370390545232e-06,0.18142344524536125,115,0.009913722616098419,1895,-0.91110176,0.39163536,1895,2012,115
USH00333780,Unknown,41.29999923706055,-81.1500015258789,Unknown,0.08943592704789936,1.5433333971372837e-22,0.5267681380051498,130,0.007492629668728891,1895,-0.8060865,0.46421477,1895,2024,130
USH00326015,Unknown,46.67060089111328,-100.22940063476562,Unknown,-0.08710642460432073,2.7835635826406675e-09,0.26546577572207253,117,0.013511482904894094,1895,-0.8167037,0.6136503,1895,2024,117
USH00301185,Unknown,44.57720184326172,-75.10970306396484,Unknown,0.04280578864270267,7.877052113874122e-16,0.4189941867519191,122,0.004601486157555702,1895,0.057073146,0.23649114,1895,2024,122
USH00047902,Unknown,34.41669845581055,-119.68440246582031,Unknown,0.10307573265522112,1.285667779033748e-26,0.5881545195017266,131,0.007594217097114911,1895,-0.47714114,0.51020265,1895,2025,131
USH00198757,Unknown,42.16080093383789,-71.24579620361328,Unknown,-0.02275926733225487,0.0017387560924980072,0.07347513773688745,131,0.007115767611315698,1895,-0.07049099,0.31872788,1895,2025,131
USH00124837,Unknown,41.611698150634766,-86.72969818115234,Unknown,0.01108618544086688,0.1730028842695339,0.014570318397372073,129,0.008090187310748929,1895,-0.11196737,0.34333932,1897,2025,129
USH00465707,Unknown,39.40190124511719,-77.9843978881836,Unknown,0.11170876361634519,1.97073030729502e-25,0.5704498574841591,131,0.008534745704509874,1895,-1.0616707,0.5614492,1895,2025,131
USH00266779,Unknown,39.4838981628418,-119.77110290527344,Unknown,-0.1146712592462054,1.467174880015189e-14,0.36882657952939996,131,0.013207571546509663,1895,1.2117363,0.71676284,1895,2025,131
USH00300023,Unknown,42.10139846801758,-77.2343978881836,Unknown,0.07581419759357624,4.049438850352646e-13,0.3814928635591116,112,0.00920414281293888,1895,-0.40797535,0.44906893,1895,2019,112
USH00382260,Unknown,34.30110168457031,-79.87670135498047,Unknown,0.09368239788412497,5.209675866480226e-20,0.5014624196382252,123,0.008491708315410896,1895,-0.48321778,0.47164103,1902,2024,123
USH00253615,Unknown,42.68579864501953,-103.88420104980469,Unknown,-0.012521267462672575,0.12344791120083305,0.022241568840827793,108,0.008063589967002923,1895,-0.03773885,0.26361656,1914,2022,108
USH00386209,Unknown,34.29779815673828,-81.62359619140625,Unknown,0.014185948040058818,0.004376302535705733,0.0646503049101771,124,0.004885175442017763,1895,0.092488825,0.20923036,1895,2025,124
USH00402489,Unknown,36.07469940185547,-87.39360046386719,Unknown,-0.016501984699839815,0.08192259009104905,0.024206583992941743,126,0.009408871255028635,1895,-0.05636376,0.38731644,1900,2025,126
USH00423611,Unknown,38.370601654052734,-110.71530151367188,Unknown,-0.11657151574994196,1.6274561816241778e-11,0.34949846396280315,108,0.01544688945015597,1895,-0.4091226,0.62897307,1911,2021,108
USH00405187,Unknown,35.41389846801758,-86.80860137939453,Unknown,0.08979854979360705,1.2316091141818674e-29,0.6416607510852459,127,0.006002176587040062,1895,0.12432714,0.4126034,1899,2025,127
USH00354506,Unknown,42.200801849365234,-121.78140258789062,Unknown,0.05300511430633485,0.0019656869279651252,0.09179887337277844,102,0.01667209275993536,1895,0.22387308,0.5182417,1895,1998,102
USH00410120,Unknown,32.729400634765625,-99.30169677734375,Unknown,-0.11572455272906701,4.6068432258655744e-14,0.3738457164487079,124,0.013559387405655992,1895,0.47051165,0.68022805,1902,2025,124
USH00390020,Unknown,45.44329833984375,-98.41310119628906,Unknown,-0.010577618741835373,0.10431677676366283,0.020321701668647607,131,0.006466283811679156,1895,0.48511854,0.28166953,1895,2025,131
USH00427516,Unknown,37.10689926147461,-113.56109619140625,Unknown,0.08453748529155947,2.7945369839860343e-13,0.34846875868392024,127,0.010339035269223692,1895,-0.94300777,0.5322709,1897,2025,127
USH00121747,Unknown,39.19779968261719,-85.92109680175781,Unknown,0.09021825387427235,9.363741632703364e-37,0.7155885569551445,130,0.005027259134114967,1895,-0.43371025,0.40219286,1895,2025,130
USH00119354,Unknown,39.4380989074707,-88.59860229492188,Unknown,0.06401279093746862,8.740711649019996e-18,0.46057575051870503,122,0.006323985106322324,1895,-0.81952506,0.3335478,1904,2025,122
USH00128036,Unknown,38.552799224853516,-86.79440307617188,Unknown,0.06174249987133236,0.0003313190701551894,0.1100546878518289,113,0.016664800034197153,1895,0.95686424,0.6097909,1913,2025,113
USH00326155,Unknown,46.37189865112305,-102.31639862060547,Unknown,-0.10485641179877118,9.24762000345031e-18,0.5265185467053536,101,0.009993601868481068,1895,0.2571188,0.42340726,1907,2007,101
USH00096335,Unknown,33.45439910888672,-84.81780242919922,Unknown,0.07805631534520345,6.367443732215233e-10,0.2736130800626785,122,0.011610020955750908,1895,-0.893778,0.5379681,1897,2023,122
USH00317994,Unknown,35.51639938354492,-78.3458023071289,Unknown,0.06766053837018322,1.1289766581383625e-14,0.3782882054339327,128,0.007727398858729802,1895,0.60075045,0.4086659,1895,2024,128
USH00043747,Unknown,36.3218994140625,-119.6355972290039,Unknown,0.017877179064261492,0.11351588833873683,0.020075429257421396,126,0.011216362873073937,1895,0.77237356,0.46126133,1899,2025,126
USH00349445,Unknown,35.48139953613281,-95.20390319824219,Unknown,-0.028487321069756356,0.001696325901316021,0.09079544899141342,106,0.008839622137896422,1895,0.0971447,0.2938525,1900,2007,106
USH00180700,Unknown,39.03030014038086,-76.931396484375,Unknown,0.003994528079514403,0.5764109454936118,0.0024639177651512387,129,0.007132057243991529,1895,-0.4070185,0.30430454,1895,2024,129
USH00357169,Unknown,42.950599670410156,-123.3572006225586,Unknown,-0.035025420563095634,0.0012380987633847434,0.09167086895979916,111,0.010560295163702653,1895,0.6303926,0.38066256,1913,2025,111
USH00390128,Unknown,43.656700134277344,-97.7853012084961,Unknown,0.12984402529873812,4.044273194736591e-25,0.5713489273210409,129,0.00997978900391034,1895,-1.7117257,0.64560074,1895,2024,129
USH00026796,Unknown,34.57059860229492,-112.43219757080078,Unknown,-0.08053586726044898,4.4941946360974764e-15,0.38960796835192185,127,0.009016227174671631,1895,0.40230006,0.47488847,1899,2025,127
USH00181385,Unknown,38.56669998168945,-76.06670379638672,Unknown,0.07895583808591186,1.954371748069528e-08,0.29974568238907795,91,0.012792065485980154,1895,-0.08624001,0.3946449,1896,1991,91
USH00047304,Unknown,40.51750183105469,-122.29859924316406,Unknown,0.06757609867348842,5.484172930472032e-10,0.2696445522198527,125,0.01002794332808844,1895,0.34896967,0.47146228,1901,2025,125
USH00346670,Unknown,35.6239013671875,-96.0250015258789,Unknown,-0.041697299006939616,0.00010045628915906602,0.14371137596429645,100,0.010281569119901942,1895,0.5669794,0.32190287,1904,2010,100
USH00272174,Unknown,43.150001525878906,-70.94999694824219,Unknown,0.03373538282197893,1.2472380124360844e-08,0.22601015548988299,129,0.005539715180808622,1895,-0.42618436,0.2664761,1895,2024,129
USH00480540,Unknown,44.37889862060547,-108.03140258789062,Unknown,-0.046830856412561225,0.0006247688059247378,0.09401787728465354,121,0.013326411284854272,1895,0.5106255,0.54792625,1899,2024,121
USH00080611,Unknown,26.692800521850586,-80.67109680175781,Unknown,-0.027859371869320828,0.012627181623023474,0.0771243373493521,80,0.010911887827890682,1895,0.38136274,0.23377073,1924,2005,80
USH00328792,Unknown,48.370601654052734,-100.39080047607422,Unknown,-0.0243171116613289,2.7339060181551385e-06,0.16939119043469203,121,0.004936184281547586,1895,0.08099962,0.21300511,1896,2024,121
USH00201675,Unknown,41.96220016479492,-84.99250030517578,Unknown,0.0830637466824295,1.744624514207542e-24,0.5614254645503611,129,0.006514563303505385,1895,-0.6820353,0.41442063,1897,2025,129
USH00152791,Unknown,38.11669921875,-83.55000305175781,Unknown,-0.08874106780565648,2.628304558146005e-13,0.36553300297744473,120,0.010762790025496762,1895,0.26904374,0.51056856,1905,2024,120
USH00437054,Unknown,44.41999816894531,-72.01940155029297,Unknown,-0.025600609232721325,5.850943195211176e-06,0.14769129606934422,131,0.005414725642975197,1895,-0.059142347,0.2528744,1895,2025,131
USH00428119,Unknown,40.0797004699707,-111.60440063476562,Unknown,0.07291720677886442,9.455056059010415e-46,0.8278492609218231,117,0.003100701196149421,1895,-0.32109237,0.2718302,1909,2025,117
USH00026250,Unknown,34.154701232910156,-114.28970336914062,Unknown,-0.005600097218273962,0.7426931499912464,0.0009661030139364351,114,0.017016292751409128,1895,0.17782925,0.6196522,1895,2022,114
USH00248569,Unknown,47.880001068115234,-105.36859893798828,Unknown,-0.0036728339966358606,0.6468185239526568,0.001726350794973931,124,0.007996163460682043,1895,0.85519534,0.32716808,1895,2021,124
USH00097276,Unknown,30.783599853515625,-83.56919860839844,Unknown,0.05135640171766258,2.7560027282984805e-05,0.14830626135684494,112,0.011734382173289284,1895,-0.62400246,0.4380056,1897,2009,112
USH00306314,Unknown,43.46220016479492,-76.49330139160156,Unknown,0.02081590351514057,2.7355505368692347e-05,0.1288831306308349,130,0.004783331225965238,1895,0.48001206,0.21843082,1895,2024,130
USH00244345,Unknown,45.92279815673828,-108.24440002441406,Unknown,0.02861637089297916,5.386421271343031e-08,0.22416521996043462,119,0.004921779261113165,1895,-0.22817384,0.21044388,1906,2025,119
USH00115768,Unknown,40.92470169067383,-90.63919830322266,Unknown,0.05613347974814554,2.5900028805439308e-09,0.24449412844852686,129,0.008755980984166127,1895,-0.94898707,0.42618746,1895,2024,129
USH00466867,Unknown,39.10309982299805,-79.66580200195312,Unknown,-0.12117744825557454,2.320323580445999e-26,0.629890563147762,116,0.008699652503300341,1895,1.0184957,0.5373142,1899,2020,116
USH00138688,Unknown,41.282798767089844,-91.70670318603516,Unknown,-0.03772102984190431,3.726433929581801e-05,0.12395231930740322,131,0.008829278774186152,1895,-0.33753267,0.40671313,1895,2025,131
USH00412906,Unknown,28.02389907836914,-99.35079956054688,Unknown,0.01862080883444727,0.2232750694049911,0.014365765850334585,105,0.015197544621335924,1895,-0.48232174,0.48263136,1908,2020,105
USH00298107,Unknown,34.93579864501953,-104.68049621582031,Unknown,0.014582695689033228,0.4845407462673462,0.005103357031080713,98,0.020780844993957426,1895,-0.5889217,0.5988678,1908,2019,98
USH00396170,Unknown,44.441898345947266,-100.4175033569336,Unknown,-0.17103196136885865,1.974364742671627e-27,0.7474566654000868,88,0.010720202679639428,1895,0.4537199,0.61630124,1910,2024,88
USH00129253,Unknown,38.64889907836914,-87.19889831542969,Unknown,-0.013831065181413997,0.03220753461582916,0.03675501844333596,125,0.006384297660850883,1895,0.16740647,0.2674728,1896,2024,125
USH00487260,Unknown,42.87969970703125,-109.86419677734375,Unknown,0.11683158907778515,6.568293292325432e-18,0.5561074739025346,94,0.010882430958482955,1895,-0.3437726,0.48601624,1906,2024,94
USH00112140,Unknown,40.13890075683594,-87.64830017089844,Unknown,0.023913206636403166,5.789531597264527e-06,0.155641809295125,124,0.005042641878507261,1895,-0.20578994,0.22173184,1896,2025,124
USH00412019,Unknown,32.1077995300293,-96.47470092773438,Unknown,0.07122195067440826,6.86801335184763e-16,0.3977475958042224,131,0.007716218173517041,1895,-0.5373371,0.42868873,1895,2025,131
USH00482595,Unknown,43.22809982299805,-108.94889831542969,Unknown,0.010890301935980222,0.6020532074169789,0.0025985975821324345,107,0.02082143912531659,1895,-1.2807332,0.6682323,1913,2023,107
USH00346638,Unknown,35.42530059814453,-96.30329895019531,Unknown,-0.09143714350786541,2.912217515642021e-12,0.39029648243207515,101,0.011485954317904617,1895,0.08593909,0.4288402,1912,2012,101
USH00449263,Unknown,38.90359878540039,-78.48500061035156,Unknown,0.014158731573267833,0.335562647079259,0.007541224031154648,125,0.014645598005735732,1895,-0.3895857,0.59068114,1897,2021,125
USH00203632,Unknown,43.67470169067383,-86.42389678955078,Unknown,0.06894120188190853,3.427393016075552e-20,0.507776484316749,122,0.006196309670514259,1895,-0.39427355,0.35223338,1895,2025,122
USH00231037,Unknown,39.42470169067383,-93.13310241699219,Unknown,0.07515190958037227,1.5469554980142706e-11,0.3208779442086719,120,0.010064750212237739,1895,-0.39570254,0.47064593,1895,2017,120
USH00127125,Unknown,38.3567008972168,-87.5905990600586,Unknown,-0.030839780742618575,3.0555323205690322e-06,0.16168001513447544,126,0.0063063370485426165,1895,-0.1739362,0.28029004,1897,2024,126
