city_name,state,population,latitude,longitude,data_source
Edinburg,Texas,80836,26.3017374,-98.1633432,plotly_top1k
Cranston,Rhode Island,80566,41.7798226,-71.4372796,plotly_top1k
Parma,Ohio,80429,41.404774200000006,-81.72290859999998,plotly_top1k
New Rochelle,New York,79446,40.9114882,-73.78235490000002,plotly_top1k
Lake Forest,California,79312,33.6469661,-117.689218,plotly_top1k
Napa,California,79068,38.2975381,-122.286865,plotly_top1k
Hammond,Indiana,78967,41.583368799999995,-87.5000412,plotly_top1k
Fayetteville,Arkansas,78960,36.0625795,-94.1574263,plotly_top1k
Bloomington,Illinois,78902,40.4842027,-88.9936873,plotly_top1k
Avondale,Arizona,78822,33.4355977,-112.3496021,plotly_top1k
Somerville,Massachusetts,78804,42.3875968,-71.0994968,plotly_top1k
Palm Coast,Florida,78740,29.584452399999996,-81.2078699,plotly_top1k
Bryan,Texas,78709,30.674364299999997,-96.3699632,plotly_top1k
Gary,Indiana,78450,41.5933696,-87.3464271,plotly_top1k
Largo,Florida,78409,27.909466499999997,-82.7873244,plotly_top1k
Brooklyn Park,Minnesota,78373,45.0941315,-93.3563405,plotly_top1k
Tustin,California,78327,33.7458511,-117.826166,plotly_top1k
Racine,Wisconsin,78199,42.7261309,-87.78285229999999,plotly_top1k
Deerfield Beach,Florida,78041,26.3184123,-80.0997657,plotly_top1k
Lynchburg,Virginia,78014,37.4137536,-79.1422464,plotly_top1k
Mountain View,California,77846,37.3860517,-122.0838511,plotly_top1k
Medford,Oregon,77677,42.3265152,-122.8755949,plotly_top1k
Lawrence,Massachusetts,77657,42.7070354,-71.1631137,plotly_top1k
Bellflower,California,77593,33.881681799999996,-118.1170117,plotly_top1k
Melbourne,Florida,77508,28.0836269,-80.6081089,plotly_top1k
St. Joseph,Missouri,77147,39.767457799999995,-94.846681,plotly_top1k
Camden,New Jersey,76903,39.9259463,-75.1196199,plotly_top1k
St. George,Utah,76817,37.0965278,-113.5684164,plotly_top1k
Kennewick,Washington,76762,46.2112458,-119.1372338,plotly_top1k
Baldwin Park,California,76635,34.0852868,-117.96089779999998,plotly_top1k
Chino Hills,California,76572,33.989818799999995,-117.7325848,plotly_top1k
Alameda,California,76419,37.7652065,-122.2416355,plotly_top1k
Albany,Georgia,76185,31.578507399999996,-84.155741,plotly_top1k
Arlington Heights,Illinois,75994,42.0883603,-87.9806265,plotly_top1k
Scranton,Pennsylvania,75806,41.408969,-75.66241219999999,plotly_top1k
Evanston,Illinois,75570,42.0450722,-87.6876969,plotly_top1k
Kalamazoo,Michigan,75548,42.291706899999994,-85.5872286,plotly_top1k
Baytown,Texas,75418,29.735504700000003,-94.9774274,plotly_top1k
Upland,California,75413,34.09751,-117.6483876,plotly_top1k
Springdale,Arkansas,75229,36.18674420000001,-94.1288141,plotly_top1k
Bethlehem,Pennsylvania,75018,40.6259316,-75.3704579,plotly_top1k
Schaumburg,Illinois,74907,42.0333607,-88.0834059,plotly_top1k
Mount Pleasant,South Carolina,74885,32.8323225,-79.82842579999999,plotly_top1k
Auburn,Washington,74860,47.307322799999994,-122.22845320000002,plotly_top1k
Decatur,Illinois,74710,39.84031470000001,-88.9548001,plotly_top1k
San Ramon,California,74513,37.7799273,-121.9780153,plotly_top1k
Pleasanton,California,74110,37.6624312,-121.8746789,plotly_top1k
Wyoming,Michigan,74100,42.9133602,-85.7053085,plotly_top1k
Lake Charles,Louisiana,74024,30.226594899999995,-93.2173758,plotly_top1k
Plymouth,Minnesota,73987,45.01051939999999,-93.4555093,plotly_top1k
Bolingbrook,Illinois,73936,41.6986416,-88.0683955,plotly_top1k
Pharr,Texas,73790,26.1947962,-98.1836216,plotly_top1k
Appleton,Wisconsin,73596,44.2619309,-88.4153847,plotly_top1k
Gastonia,North Carolina,73209,35.262082,-81.1873005,plotly_top1k
Folsom,California,73098,38.6779591,-121.17605829999998,plotly_top1k
Southfield,Michigan,73006,42.4733688,-83.2218731,plotly_top1k
Rochester Hills,Michigan,72952,42.6583661,-83.14993220000001,plotly_top1k
New Britain,Connecticut,72939,41.6612104,-72.77954190000001,plotly_top1k
Goodyear,Arizona,72864,33.4353394,-112.3576567,plotly_top1k
Canton,Ohio,72535,40.7989473,-81.378447,plotly_top1k
Warner Robins,Georgia,72531,32.6130007,-83.624201,plotly_top1k
Union City,California,72528,37.59339179999999,-122.0438298,plotly_top1k
Perris,California,72326,33.7825194,-117.2286478,plotly_top1k
Manteca,California,71948,37.797427299999995,-121.21605259999998,plotly_top1k
Iowa City,Iowa,71591,41.6611277,-91.5301683,plotly_top1k
Jonesboro,Arkansas,71551,35.8422967,-90.704279,plotly_top1k
Wilmington,Delaware,71525,39.7390721,-75.5397878,plotly_top1k
Lynwood,California,71371,33.930293,-118.21146029999998,plotly_top1k
Loveland,Colorado,71334,40.397761200000005,-105.0749801,plotly_top1k
Pawtucket,Rhode Island,71172,41.878711,-71.38255579999999,plotly_top1k
Boynton Beach,Florida,71097,26.531786600000004,-80.0905465,plotly_top1k
Waukesha,Wisconsin,71016,43.0116784,-88.2314813,plotly_top1k
Gulfport,Mississippi,71012,30.367419800000004,-89.0928155,plotly_top1k
Apple Valley,California,70924,34.5008311,-117.1858759,plotly_top1k
Passaic,New Jersey,70868,40.8567662,-74.12847640000001,plotly_top1k
Rapid City,South Dakota,70812,44.0805434,-103.2310149,plotly_top1k
Layton,Utah,70790,41.0602216,-111.9710529,plotly_top1k
Lafayette,Indiana,70373,40.4167022,-86.8752869,plotly_top1k
Turlock,California,70365,37.494656799999994,-120.8465941,plotly_top1k
Muncie,Indiana,70316,40.1933767,-85.3863599,plotly_top1k
Temple,Texas,70190,31.0982344,-97.342782,plotly_top1k
Missouri City,Texas,70185,29.6185669,-95.5377215,plotly_top1k
Redlands,California,69999,34.055569299999995,-117.1825381,plotly_top1k
Santa Fe,New Mexico,69976,35.686975200000006,-105.937799,plotly_top1k
Lauderhill,Florida,69813,26.1403635,-80.2133808,plotly_top1k
Milpitas,California,69783,37.4323341,-121.8995741,plotly_top1k
Palatine,Illinois,69350,42.1103041,-88.03424,plotly_top1k
Missoula,Montana,69122,46.8787176,-113.996586,plotly_top1k
Rock Hill,South Carolina,69103,34.9248667,-81.02507840000001,plotly_top1k
Jacksonville,North Carolina,69079,34.7540524,-77.43024140000001,plotly_top1k
Franklin,Tennessee,68886,35.9250637,-86.86888990000001,plotly_top1k
Flagstaff,Arizona,68667,35.1982836,-111.651302,plotly_top1k
Flower Mound,Texas,68609,33.0145673,-97.0969552,plotly_top1k
Weston,Florida,68388,26.1003654,-80.3997748,plotly_top1k
Waterloo,Iowa,68366,42.492785999999995,-92.3425775,plotly_top1k
Union City,New Jersey,68247,40.6975898,-74.2631635,plotly_top1k
Mount Vernon,New York,68224,40.9125992,-73.8370786,plotly_top1k
Fort Myers,Florida,68190,26.640628000000003,-81.87230840000001,plotly_top1k
Dothan,Alabama,68001,31.2232313,-85.39048879999999,plotly_top1k
Rancho Cordova,California,67911,38.5890723,-121.302728,plotly_top1k
Redondo Beach,California,67815,33.8491816,-118.3884078,plotly_top1k
Jackson,Tennessee,67685,35.6145169,-88.8139469,plotly_top1k
Pasco,Washington,67599,46.239579299999995,-119.10056570000002,plotly_top1k
St. Charles,Missouri,67569,38.7881062,-90.4974359,plotly_top1k
Eau Claire,Wisconsin,67545,44.811349,-91.4984941,plotly_top1k
North Richland Hills,Texas,67317,32.8342952,-97.2289029,plotly_top1k
Bismarck,North Dakota,67034,46.8083268,-100.7837392,plotly_top1k
Yorba Linda,California,67032,33.888625899999994,-117.8131125,plotly_top1k
Kenner,Louisiana,66975,29.9940924,-90.2417434,plotly_top1k
Walnut Creek,California,66900,37.9100783,-122.0651819,plotly_top1k
Frederick,Maryland,66893,39.414268799999995,-77.41054090000002,plotly_top1k
Oshkosh,Wisconsin,66778,44.0247062,-88.5426136,plotly_top1k
Pittsburg,California,66695,38.027976200000005,-121.88468059999998,plotly_top1k
Palo Alto,California,66642,37.441883399999995,-122.1430195,plotly_top1k
Bossier City,Louisiana,66333,32.5159852,-93.7321228,plotly_top1k
Portland,Maine,66318,43.661471,-70.2553259,plotly_top1k
St. Cloud,Minnesota,66297,45.5579451,-94.1632404,plotly_top1k
Davis,California,66205,38.5449065,-121.7405167,plotly_top1k
South San Francisco,California,66174,37.654656,-122.4077498,plotly_top1k
Camarillo,California,66086,34.216393700000005,-119.0376023,plotly_top1k
North Little Rock,Arkansas,66075,34.769535999999995,-92.2670941,plotly_top1k
Schenectady,New York,65902,42.8142432,-73.93956870000001,plotly_top1k
Gaithersburg,Maryland,65690,39.143440600000005,-77.2013705,plotly_top1k
Harlingen,Texas,65665,26.1906306,-97.6961026,plotly_top1k
Woodbury,Minnesota,65656,44.923855200000006,-92.9593797,plotly_top1k
Eagan,Minnesota,65453,44.804132200000005,-93.1668858,plotly_top1k
Yuba City,California,65416,39.1404477,-121.6169108,plotly_top1k
Maple Grove,Minnesota,65415,45.072464200000006,-93.4557877,plotly_top1k
Youngstown,Ohio,65184,41.0997803,-80.6495194,plotly_top1k
Skokie,Illinois,65176,42.0324025,-87.7416246,plotly_top1k
Kissimmee,Florida,65173,28.291955699999995,-81.40757099999999,plotly_top1k
Johnson City,Tennessee,65123,36.3134397,-82.35347270000001,plotly_top1k
Victoria,Texas,65098,28.8052674,-97.0035982,plotly_top1k
San Clemente,California,65040,33.4269728,-117.6119925,plotly_top1k
Bayonne,New Jersey,65028,40.6687141,-74.11430909999999,plotly_top1k
Laguna Niguel,California,64652,33.5225261,-117.7075526,plotly_top1k
East Orange,New Jersey,64544,40.767323,-74.20486770000001,plotly_top1k
Shawnee,Kansas,64323,39.0228485,-94.7151865,plotly_top1k
Homestead,Florida,64079,25.468722399999997,-80.4775569,plotly_top1k
Rockville,Maryland,64072,39.0839973,-77.1527578,plotly_top1k
Delray Beach,Florida,64072,26.4614625,-80.07282009999999,plotly_top1k
Janesville,Wisconsin,63820,42.6827885,-89.01872220000001,plotly_top1k
Conway,Arkansas,63816,35.0886963,-92.4421011,plotly_top1k
Pico Rivera,California,63771,33.9830688,-118.096735,plotly_top1k
Lorain,Ohio,63710,41.452819,-82.18237459999999,plotly_top1k
Montebello,California,63495,34.0165053,-118.1137535,plotly_top1k
Lodi,California,63338,38.1341477,-121.2722194,plotly_top1k
New Braunfels,Texas,63279,29.7030024,-98.1244531,plotly_top1k
Marysville,Washington,63269,48.0517637,-122.1770818,plotly_top1k
Tamarac,Florida,63155,26.2128609,-80.2497707,plotly_top1k
Madera,California,63105,36.961335600000005,-120.0607176,plotly_top1k
Conroe,Texas,63032,30.3118769,-95.4560512,plotly_top1k
Santa Cruz,California,62864,36.9741171,-122.0307963,plotly_top1k
Eden Prairie,Minnesota,62603,44.8546856,-93.470786,plotly_top1k
Cheyenne,Wyoming,62448,41.1399814,-104.8202462,plotly_top1k
Daytona Beach,Florida,62316,29.2108147,-81.02283309999999,plotly_top1k
Alpharetta,Georgia,62298,34.07537620000001,-84.2940899,plotly_top1k
Hamilton,Ohio,62258,39.3995008,-84.5613355,plotly_top1k
Waltham,Massachusetts,62227,42.376485200000005,-71.2356113,plotly_top1k
Coon Rapids,Minnesota,62103,45.1732394,-93.3030063,plotly_top1k
Haverhill,Massachusetts,62088,42.7762015,-71.0772796,plotly_top1k
Council Bluffs,Iowa,61969,41.2619444,-95.8608333,plotly_top1k
Taylor,Michigan,61817,42.240872,-83.2696509,plotly_top1k
Utica,New York,61808,43.100903,-75.232664,plotly_top1k
Ames,Iowa,61792,42.034721999999995,-93.62,plotly_top1k
La Habra,California,61653,33.9319578,-117.94617340000002,plotly_top1k
Encinitas,California,61588,33.0369867,-117.2919818,plotly_top1k
Bowling Green,Kentucky,61488,36.9685219,-86.48080429999999,plotly_top1k
Burnsville,Minnesota,61434,44.7677424,-93.2777226,plotly_top1k
Greenville,South Carolina,61397,34.8526176,-82.3940104,plotly_top1k
West Des Moines,Iowa,61255,41.5772115,-93.711332,plotly_top1k
Cedar Park,Texas,61238,30.505197999999996,-97.8202888,plotly_top1k
Tulare,California,61170,36.20772879999999,-119.3473379,plotly_top1k
Monterey Park,California,61085,34.0625106,-118.1228476,plotly_top1k
Vineland,New Jersey,61050,39.4863773,-75.0259637,plotly_top1k
Terre Haute,Indiana,61025,39.4667034,-87.4139092,plotly_top1k
North Miami,Florida,61007,25.8900949,-80.18671379999999,plotly_top1k
Mansfield,Texas,60872,32.5631924,-97.1416768,plotly_top1k
West Allis,Wisconsin,60697,43.0166806,-88.0070315,plotly_top1k
Bristol,Connecticut,60568,41.6717648,-72.9492703,plotly_top1k
Taylorsville,Utah,60519,40.667724799999995,-111.9388258,plotly_top1k
Malden,Massachusetts,60509,42.4250964,-71.066163,plotly_top1k
Meriden,Connecticut,60456,41.5381535,-72.8070435,plotly_top1k
Blaine,Minnesota,60407,45.1607987,-93.2349489,plotly_top1k
Wellington,Florida,60202,26.6617635,-80.2683571,plotly_top1k
Cupertino,California,60189,37.3229978,-122.0321823,plotly_top1k
Springfield,Oregon,60177,44.0462362,-123.0220289,plotly_top1k
Rogers,Arkansas,60112,36.3320196,-94.1185366,plotly_top1k
St. Clair Shores,Michigan,60070,42.4974085,-82.8963604,plotly_top1k
Gardena,California,59957,33.8883487,-118.3089624,plotly_top1k
Pontiac,Michigan,59887,42.6389216,-83.2910468,plotly_top1k
National City,California,59834,32.6781085,-117.0991967,plotly_top1k
Grand Junction,Colorado,59778,39.0638705,-108.5506486,plotly_top1k
Rocklin,California,59738,38.7907339,-121.2357828,plotly_top1k
Chapel Hill,North Carolina,59635,35.913199600000006,-79.05584449999999,plotly_top1k
Casper,Wyoming,59628,42.866632,-106.313081,plotly_top1k
Broomfield,Colorado,59471,39.9205411,-105.0866504,plotly_top1k
Petaluma,California,59440,38.232417,-122.6366524,plotly_top1k
South Jordan,Utah,59366,40.5621704,-111.929658,plotly_top1k
Springfield,Ohio,59357,39.9242266,-83.8088171,plotly_top1k
Great Falls,Montana,59351,47.4941836,-111.2833449,plotly_top1k
Lancaster,Pennsylvania,59325,40.0378755,-76.3055144,plotly_top1k
North Port,Florida,59212,27.044224,-82.23592540000001,plotly_top1k
Lakewood,Washington,59097,47.1717649,-122.518458,plotly_top1k
Marietta,Georgia,59089,33.952602,-84.5499327,plotly_top1k
San Rafael,California,58994,37.9735346,-122.5310874,plotly_top1k
Royal Oak,Michigan,58946,42.4894801,-83.1446485,plotly_top1k
Des Plaines,Illinois,58918,42.03336229999999,-87.88339909999999,plotly_top1k
Huntington Park,California,58879,33.981681200000004,-118.2250725,plotly_top1k
La Mesa,California,58642,32.7678287,-117.02308390000002,plotly_top1k
Orland Park,Illinois,58590,41.6303103,-87.8539425,plotly_top1k
Auburn,Alabama,58582,32.6098566,-85.48078249999999,plotly_top1k
Lakeville,Minnesota,58562,44.6496868,-93.24272,plotly_top1k
Owensboro,Kentucky,58416,37.7719074,-87.1111676,plotly_top1k
Moore,Oklahoma,58414,35.339507899999994,-97.4867028,plotly_top1k
Jupiter,Florida,58298,26.934224600000004,-80.09420870000001,plotly_top1k
Idaho Falls,Idaho,58292,43.491651399999995,-112.0339645,plotly_top1k
Dubuque,Iowa,58253,42.5005583,-90.6645718,plotly_top1k
Bartlett,Tennessee,58226,35.204532799999996,-89.8739753,plotly_top1k
Rowlett,Texas,58043,32.9029017,-96.56388,plotly_top1k
Novi,Michigan,57960,42.48059,-83.47549129999999,plotly_top1k
White Plains,New York,57866,41.0339862,-73.76290970000001,plotly_top1k
Arcadia,California,57639,34.139729200000005,-118.0353449,plotly_top1k
Redmond,Washington,57530,47.6739881,-122.121512,plotly_top1k
Lake Elsinore,California,57525,33.668077200000006,-117.3272615,plotly_top1k
Ocala,Florida,57468,29.1871986,-82.14009229999999,plotly_top1k
Tinley Park,Illinois,57282,41.5731442,-87.7932939,plotly_top1k
Port Orange,Florida,57203,29.1383165,-80.9956105,plotly_top1k
Medford,Massachusetts,57170,42.4184296,-71.10616390000001,plotly_top1k
Oak Lawn,Illinois,57073,41.719978000000005,-87.7479528,plotly_top1k
Rocky Mount,North Carolina,56954,35.938210299999994,-77.7905339,plotly_top1k
Kokomo,Indiana,56895,40.486427,-86.13360329999999,plotly_top1k
Coconut Creek,Florida,56792,26.2517482,-80.17893509999999,plotly_top1k
Bowie,Maryland,56759,39.0067768,-76.77913649999999,plotly_top1k
Berwyn,Illinois,56758,41.8505874,-87.79366850000001,plotly_top1k
Midwest City,Oklahoma,56756,35.4495065,-97.3967019,plotly_top1k
Fountain Valley,California,56707,33.7091847,-117.9536697,plotly_top1k
Buckeye,Arizona,56683,33.370319699999996,-112.58377659999998,plotly_top1k
Dearborn Heights,Michigan,56620,42.3369816,-83.2732627,plotly_top1k
Woodland,California,56590,38.6785157,-121.7732971,plotly_top1k
Noblesville,Indiana,56540,40.0455917,-86.0085955,plotly_top1k
Valdosta,Georgia,56481,30.8327022,-83.2784851,plotly_top1k
Diamond Bar,California,56449,34.028622600000006,-117.8103367,plotly_top1k
Manhattan,Kansas,56143,39.1836082,-96.5716694,plotly_top1k
Santee,California,56105,32.8383828,-116.97391670000002,plotly_top1k
Taunton,Massachusetts,56069,41.900101,-71.08976740000001,plotly_top1k
Sanford,Florida,56002,28.802861199999995,-81.269453,plotly_top1k
Kettering,Ohio,55870,39.6895036,-84.16882740000001,plotly_top1k
New Brunswick,New Jersey,55831,40.4862157,-74.4518188,plotly_top1k
Decatur,Alabama,55816,34.605925299999996,-86.9833417,plotly_top1k
Chicopee,Massachusetts,55717,42.14870429999999,-72.6078672,plotly_top1k
Anderson,Indiana,55670,40.1053196,-85.6802541,plotly_top1k
Margate,Florida,55456,26.244526300000004,-80.206436,plotly_top1k
Weymouth Town,Massachusetts,55419,42.2180724,-70.94103559999999,plotly_top1k
Hempstead,New York,55361,40.7062128,-73.6187397,plotly_top1k
Corvallis,Oregon,55298,44.5645659,-123.2620435,plotly_top1k
Eastvale,California,55191,33.952463,-117.5848025,plotly_top1k
Porterville,California,55174,36.06523,-119.0167679,plotly_top1k
West Haven,Connecticut,55046,41.2705484,-72.94697109999998,plotly_top1k
Brentwood,California,55000,37.931868,-121.6957863,plotly_top1k
Paramount,California,54980,33.8894598,-118.15979109999998,plotly_top1k
Grand Forks,North Dakota,54932,47.9252568,-97.0328547,plotly_top1k
Georgetown,Texas,54898,30.633261800000003,-97.6779842,plotly_top1k
St. Peters,Missouri,54842,38.7874699,-90.6298922,plotly_top1k
Shoreline,Washington,54790,47.7556531,-122.3415178,plotly_top1k
Mount Prospect,Illinois,54771,42.066416700000005,-87.9372908,plotly_top1k
Hanford,California,54686,36.3274502,-119.6456844,plotly_top1k
Normal,Illinois,54664,40.5142026,-88.99063120000001,plotly_top1k
Rosemead,California,54561,34.0805651,-118.072846,plotly_top1k
Lehi,Utah,54382,40.3916172,-111.8507662,plotly_top1k
Pocatello,Idaho,54350,42.8713032,-112.4455344,plotly_top1k
Highland,California,54291,34.1283442,-117.2086513,plotly_top1k
Novato,California,54194,38.107419799999995,-122.5697032,plotly_top1k
Port Arthur,Texas,54135,29.884950399999997,-93.939947,plotly_top1k
Carson City,Nevada,54080,39.1637984,-119.7674034,plotly_top1k
San Marcos,Texas,54076,29.8832749,-97.9413941,plotly_top1k
Hendersonville,Tennessee,54068,36.3047735,-86.6199957,plotly_top1k
Elyria,Ohio,53956,41.36837979999999,-82.10764859999999,plotly_top1k
Revere,Massachusetts,53756,42.408430200000005,-71.0119948,plotly_top1k
Pflugerville,Texas,53752,30.4393696,-97.6200043,plotly_top1k
Greenwood,Indiana,53665,39.6136578,-86.10665259999999,plotly_top1k
Bellevue,Nebraska,53663,41.154362299999995,-95.9145568,plotly_top1k
Wheaton,Illinois,53648,41.8661403,-88.1070127,plotly_top1k
Smyrna,Georgia,53438,33.883992600000006,-84.51437609999999,plotly_top1k
Sarasota,Florida,53326,27.3364347,-82.5306527,plotly_top1k
Blue Springs,Missouri,53294,39.0169509,-94.2816148,plotly_top1k
Colton,California,53243,34.0739016,-117.3136547,plotly_top1k
Euless,Texas,53224,32.8370727,-97.0819541,plotly_top1k
Castle Rock,Colorado,53063,39.372212100000006,-104.8560902,plotly_top1k
Cathedral City,California,52977,33.780538799999995,-116.4668036,plotly_top1k
Kingsport,Tennessee,52962,36.548434,-82.5618186,plotly_top1k
Lake Havasu City,Arizona,52844,34.483901,-114.3224548,plotly_top1k
Pensacola,Florida,52703,30.421309,-87.2169149,plotly_top1k
Hoboken,New Jersey,52575,40.7439905,-74.0323626,plotly_top1k
Yucaipa,California,52536,34.033625,-117.0430865,plotly_top1k
Watsonville,California,52477,36.910231,-121.7568946,plotly_top1k
Richland,Washington,52413,46.2856907,-119.2844621,plotly_top1k
Delano,California,52403,35.7688425,-119.2470536,plotly_top1k
Hoffman Estates,Illinois,52398,42.062991499999995,-88.1227199,plotly_top1k
Florissant,Missouri,52363,38.789217,-90.322614,plotly_top1k
Placentia,California,52206,33.87223710000001,-117.8703363,plotly_top1k
West New York,New Jersey,52122,40.787878799999994,-74.0143064,plotly_top1k
Dublin,California,52105,37.7021521,-121.9357918,plotly_top1k
Oak Park,Illinois,52066,41.885031700000006,-87.7845025,plotly_top1k
Peabody,Massachusetts,52044,42.5278731,-70.92866090000001,plotly_top1k
Perth Amboy,New Jersey,51982,40.5067723,-74.2654234,plotly_top1k
Battle Creek,Michigan,51848,42.32115220000001,-85.17971419999999,plotly_top1k
Bradenton,Florida,51763,27.4989278,-82.5748194,plotly_top1k
Gilroy,California,51701,37.0057816,-121.5682751,plotly_top1k
Milford,Connecticut,51644,41.2306979,-73.064036,plotly_top1k
Albany,Oregon,51583,44.6365107,-123.1059282,plotly_top1k
Ankeny,Iowa,51567,41.7317884,-93.6001278,plotly_top1k
La Crosse,Wisconsin,51522,43.8013556,-91.2395807,plotly_top1k
Burlington,North Carolina,51510,36.0956918,-79.43779909999999,plotly_top1k
DeSoto,Texas,51483,32.589699800000005,-96.8570738,plotly_top1k
Harrisonburg,Virginia,51395,38.449568799999994,-78.8689155,plotly_top1k
Minnetonka,Minnesota,51368,44.9211836,-93.4687489,plotly_top1k
Elkhart,Indiana,51265,41.6819935,-85.9766671,plotly_top1k
Lakewood,Ohio,51143,41.481993200000005,-81.7981908,plotly_top1k
Glendora,California,51074,34.136118700000004,-117.865339,plotly_top1k
Southaven,Mississippi,50997,34.9889818,-90.0125913,plotly_top1k
Charleston,West Virginia,50821,38.3498195,-81.6326234,plotly_top1k
Joplin,Missouri,50789,37.0842271,-94.513281,plotly_top1k
Enid,Oklahoma,50725,36.3955891,-97.8783911,plotly_top1k
Palm Beach Gardens,Florida,50699,26.8233946,-80.1386547,plotly_top1k
Brookhaven,Georgia,50603,33.8651033,-84.3365917,plotly_top1k
Plainfield,New Jersey,50588,40.6337136,-74.40737359999999,plotly_top1k
Grand Island,Nebraska,50550,40.92639570000001,-98.3420118,plotly_top1k
Palm Desert,California,50508,33.7222445,-116.3744556,plotly_top1k
Huntersville,North Carolina,50458,35.410694,-80.8428504,plotly_top1k
Tigard,Oregon,50444,45.4312294,-122.7714861,plotly_top1k
Lenexa,Kansas,50344,38.9536174,-94.7335709,plotly_top1k
Saginaw,Michigan,50303,43.4194699,-83.9508068,plotly_top1k
Kentwood,Michigan,50233,42.8694731,-85.6447492,plotly_top1k
Doral,Florida,50213,25.8195424,-80.3553302,plotly_top1k
Apple Valley,Minnesota,50201,44.7319094,-93.21772,plotly_top1k
Grapevine,Texas,50195,32.9342919,-97.0780654,plotly_top1k
Aliso Viejo,California,50175,33.5676842,-117.7256083,plotly_top1k
Sammamish,Washington,50169,47.616268299999994,-122.0355736,plotly_top1k
Casa Grande,Arizona,50111,32.8795022,-111.7573521,plotly_top1k
